Student_ID,Date,Persona,Age,Gender,Department,Year_of_Study,Sleep_Hours,Study_Hours,Screen_Time_Hours,Stress_Level,Focus_Score,Mood_Score,Attendance_Percentage,Assignment_Completion,Productivity_Score,Exam_Score,Burnout_Risk,Study_Efficiency,Wellness_Score
39,2025-01-29,Average,21,Male,Computer Science,4,6.4,2.6,6.2,6.0,4.9,7.3,87.1,57.5,29.9,19.5,Low,5.416666666666667,2.95
39,2025-01-30,Average,21,Male,Computer Science,4,6.6,2.1,5.9,5.2,5.9,5.4,91.2,70.0,30.4,27.1,Low,8.741935483870968,2.6999999999999997
40,2025-01-01,Distracted,24,Female,Mechanical,1,7.5,2.0,9.1,6.8,1.4,4.8,62.8,5.4,7.4,15.5,Medium,5.166666666666667,2.3999999999999995
40,2025-01-02,Distracted,24,Female,Mechanical,1,7.9,1.1,10.4,6.1,1.0,5.7,73.3,24.6,6.6,9.3,Medium,4.428571428571429,3.04
40,2025-01-03,Distracted,24,Female,Mechanical,1,5.6,3.2,8.6,4.6,1.7,4.5,47.9,35.8,16.3,25.4,Low,6.0476190476190474,2.21
40,2025-01-04,Distracted,24,Female,Mechanical,1,5.7,2.4,12.7,5.6,3.6,6.0,75.8,33.7,22.6,20.5,Low,6.029411764705882,2.4000000000000004
40,2025-01-05,Distracted,24,Female,Mechanical,1,7.3,3.2,9.0,7.6,1.2,5.5,65.5,16.2,9.8,6.0,Medium,1.4285714285714286,2.2900000000000005
40,2025-01-06,Distracted,24,Female,Mechanical,1,6.4,2.3,9.0,6.4,2.7,4.9,62.8,16.7,14.9,30.2,Medium,9.151515151515152,2.1100000000000003
40,2025-01-07,Distracted,24,Female,Mechanical,1,5.2,1.2,11.7,6.3,3.4,5.6,54.1,39.3,15.9,9.7,Medium,4.409090909090908,1.8699999999999999
40,2025-01-08,Distracted,24,Female,Mechanical,1,6.8,2.8,11.0,6.5,3.9,6.3,80.7,46.4,23.6,25.7,Medium,6.7631578947368425,2.66
40,2025-01-09,Distracted,24,Female,Mechanical,1,5.1,4.6,10.4,4.1,3.5,5.9,57.1,39.2,21.3,23.9,Low,4.267857142857143,2.58
40,2025-01-10,Distracted,24,Female,Mechanical,1,7.1,3.9,8.6,6.2,3.3,6.4,81.7,33.5,25.2,27.0,Medium,5.5102040816326525,2.9
40,2025-01-11,Distracted,24,Female,Mechanical,1,5.6,2.9,10.9,7.4,4.2,5.7,58.5,66.0,22.4,27.1,Medium,6.948717948717949,1.7299999999999995
40,2025-01-12,Distracted,24,Female,Mechanical,1,7.8,3.7,10.2,5.7,1.5,6.3,70.2,21.4,18.3,17.5,Low,3.723404255319149,3.3
40,2025-01-13,Distracted,24,Female,Mechanical,1,5.5,2.5,10.5,5.4,4.1,5.8,66.1,72.7,24.5,19.6,Low,5.6000000000000005,2.3200000000000003
40,2025-01-14,Distracted,24,Female,Mechanical,1,6.3,2.1,6.9,5.8,3.2,5.6,63.7,57.6,19.0,10.6,Low,3.419354838709677,2.46
40,2025-01-15,Distracted,24,Female,Mechanical,1,7.4,1.6,11.3,4.8,4.4,6.2,78.1,58.9,25.3,30.8,Low,11.846153846153847,3.3800000000000003
40,2025-01-16,Distracted,24,Female,Mechanical,1,6.0,3.4,11.8,6.1,2.4,6.8,55.4,31.5,21.1,19.8,Medium,4.5,2.6100000000000003
40,2025-01-17,Distracted,24,Female,Mechanical,1,4.5,2.0,12.2,6.2,2.5,6.8,45.7,32.9,17.1,6.2,Medium,2.066666666666667,1.98
40,2025-01-18,Distracted,24,Female,Mechanical,1,6.8,0.9,8.3,4.4,2.7,7.2,70.2,40.7,19.4,13.5,Low,7.105263157894737,3.5600000000000005
40,2025-01-19,Distracted,24,Female,Mechanical,1,7.1,2.4,11.4,4.9,4.4,8.1,72.3,50.3,31.2,31.5,Low,9.264705882352942,3.8
40,2025-01-20,Distracted,24,Female,Mechanical,1,6.6,2.1,12.5,6.6,2.3,6.0,63.5,27.8,14.3,8.6,Medium,2.7741935483870965,2.46
40,2025-01-21,Distracted,24,Female,Mechanical,1,7.2,4.6,7.1,4.1,2.8,4.5,81.1,65.6,25.7,36.4,Low,6.5,3.000000000000001
40,2025-01-22,Distracted,24,Female,Mechanical,1,6.2,2.3,6.0,6.0,3.1,6.6,63.1,27.5,20.4,14.6,Medium,4.424242424242425,2.66
40,2025-01-23,Distracted,24,Female,Mechanical,1,3.7,1.4,6.9,6.3,2.5,5.5,40.0,46.9,12.4,0.4,Medium,0.16666666666666669,1.24
40,2025-01-24,Distracted,24,Female,Mechanical,1,5.0,2.1,7.1,7.0,3.1,5.2,60.2,41.1,15.2,10.1,Medium,3.258064516129032,1.46
40,2025-01-25,Distracted,24,Female,Mechanical,1,5.8,1.6,6.2,5.8,3.3,7.1,57.5,35.2,20.5,4.0,Low,1.5384615384615383,2.709999999999999
40,2025-01-26,Distracted,24,Female,Mechanical,1,6.0,2.4,9.8,6.4,2.1,6.9,56.0,48.8,16.5,15.1,Medium,4.4411764705882355,2.5500000000000007
40,2025-01-27,Distracted,24,Female,Mechanical,1,7.6,3.4,4.0,7.6,3.8,5.8,87.3,63.9,26.3,30.9,Medium,7.022727272727272,2.5000000000000004
40,2025-01-28,Distracted,24,Female,Mechanical,1,7.3,4.5,10.4,4.4,2.7,6.4,71.9,33.1,28.2,35.0,Low,6.363636363636363,3.5199999999999996
40,2025-01-29,Distracted,24,Female,Mechanical,1,5.3,3.3,13.2,6.9,4.1,5.9,56.8,54.5,24.2,13.8,Medium,3.2093023255813957,1.8200000000000003
40,2025-01-30,Distracted,24,Female,Mechanical,1,5.5,2.6,10.9,6.9,2.7,4.1,55.2,52.2,13.0,11.7,Medium,3.2499999999999996,1.3599999999999999
41,2025-01-01,High Performer,18,Female,Electronics,1,7.0,6.0,4.3,4.0,8.9,7.3,100.0,100.0,60.4,64.9,Low,9.271428571428572,3.79
41,2025-01-02,High Performer,18,Female,Electronics,1,7.9,4.8,4.2,3.9,8.2,7.5,100.0,100.0,54.5,59.2,Low,10.206896551724139,4.24
41,2025-01-03,High Performer,18,Female,Electronics,1,7.5,7.2,3.0,3.9,6.4,8.4,97.8,96.6,56.2,59.3,Low,7.231707317073171,4.35
41,2025-01-04,High Performer,18,Female,Electronics,1,7.7,4.9,3.4,5.4,8.3,7.4,100.0,100.0,52.0,55.8,Low,9.457627118644067,3.6800000000000006
41,2025-01-05,High Performer,18,Female,Electronics,1,6.9,4.8,3.5,3.4,6.7,6.9,99.2,87.5,48.3,50.5,Low,8.706896551724139,3.81
41,2025-01-06,High Performer,18,Female,Electronics,1,7.3,6.8,5.3,3.7,7.4,7.1,100.0,100.0,56.6,70.3,Low,9.012820512820513,3.9399999999999995
41,2025-01-07,High Performer,18,Female,Electronics,1,6.8,4.7,4.3,2.7,9.0,7.5,100.0,100.0,59.7,64.5,Low,11.31578947368421,4.16
41,2025-01-08,High Performer,18,Female,Electronics,1,7.2,5.4,5.5,4.2,7.2,7.3,100.0,100.0,51.4,61.0,Low,9.53125,3.8100000000000005
41,2025-01-09,High Performer,18,Female,Electronics,1,8.1,6.1,5.4,2.1,8.7,9.0,100.0,100.0,66.9,68.5,Low,9.647887323943662,5.31
41,2025-01-10,High Performer,18,Female,Electronics,1,6.9,5.0,4.2,4.9,9.1,7.2,100.0,100.0,56.0,56.4,Low,9.4,3.45
41,2025-01-11,High Performer,18,Female,Electronics,1,7.6,6.0,4.0,4.5,7.7,8.3,100.0,99.7,56.1,54.5,Low,7.785714285714286,4.180000000000001
41,2025-01-12,High Performer,18,Female,Electronics,1,7.2,4.6,3.5,2.5,8.5,7.9,100.0,100.0,58.8,55.5,Low,9.910714285714286,4.5
41,2025-01-13,High Performer,18,Female,Electronics,1,7.1,4.8,3.9,4.3,6.6,8.6,94.7,89.3,49.1,47.4,Low,8.172413793103448,4.13
41,2025-01-14,High Performer,18,Female,Electronics,1,7.1,4.5,3.7,5.6,6.6,9.7,92.9,77.9,48.1,44.9,Low,8.163636363636364,4.07
41,2025-01-15,High Performer,18,Female,Electronics,1,6.9,5.0,3.0,3.8,7.6,9.9,99.7,100.0,57.5,51.9,Low,8.65,4.590000000000001
41,2025-01-16,High Performer,18,Female,Electronics,1,6.6,6.2,3.6,1.5,8.7,6.9,100.0,100.0,64.0,69.1,Low,9.597222222222221,4.26
41,2025-01-17,High Performer,18,Female,Electronics,1,8.2,6.7,3.4,4.8,7.2,10.0,100.0,100.0,59.5,61.2,Low,7.9480519480519485,4.84
41,2025-01-18,High Performer,18,Female,Electronics,1,7.8,4.8,3.8,1.8,8.2,8.3,100.0,93.7,60.4,67.7,Low,11.672413793103448,5.07
41,2025-01-19,High Performer,18,Female,Electronics,1,6.9,5.8,4.3,3.8,8.6,7.0,100.0,100.0,58.2,68.9,Low,10.132352941176471,3.7200000000000006
41,2025-01-20,High Performer,18,Female,Electronics,1,7.4,7.3,4.5,3.0,8.2,8.8,100.0,100.0,66.4,72.3,Low,8.710843373493974,4.700000000000001
41,2025-01-21,High Performer,18,Female,Electronics,1,5.6,5.8,3.6,4.5,8.9,8.2,91.0,100.0,60.5,70.7,Low,10.397058823529413,3.3499999999999996
41,2025-01-22,High Performer,18,Female,Electronics,1,8.1,5.4,4.8,3.4,7.6,6.7,100.0,100.0,53.1,64.6,Low,10.093749999999998,4.23
41,2025-01-23,High Performer,18,Female,Electronics,1,8.1,5.2,2.8,4.4,9.1,8.8,100.0,100.0,60.7,70.9,Low,11.435483870967742,4.5600000000000005
41,2025-01-24,High Performer,18,Female,Electronics,1,6.9,5.4,3.9,4.2,7.9,7.9,100.0,100.0,55.1,56.0,Low,8.75,3.870000000000001
41,2025-01-25,High Performer,18,Female,Electronics,1,7.4,4.8,2.7,5.3,8.6,6.4,100.0,100.0,50.6,60.6,Low,10.448275862068966,3.290000000000001
41,2025-01-26,High Performer,18,Female,Electronics,1,8.8,5.7,2.6,4.4,8.2,7.4,100.0,100.0,56.2,68.9,Low,10.283582089552239,4.42
41,2025-01-27,High Performer,18,Female,Electronics,1,6.8,4.5,3.9,4.4,8.2,7.3,94.3,100.0,51.8,53.0,Low,9.636363636363637,3.59
41,2025-01-28,High Performer,18,Female,Electronics,1,8.4,5.5,4.9,5.5,7.4,7.8,100.0,84.9,50.9,68.3,Low,10.507692307692308,4.050000000000001
41,2025-01-29,High Performer,18,Female,Electronics,1,7.8,5.5,4.8,3.3,7.2,7.3,100.0,87.3,53.3,59.1,Low,9.092307692307692,4.32
41,2025-01-30,High Performer,18,Female,Electronics,1,7.0,3.7,5.0,5.3,7.7,7.7,100.0,99.4,46.7,49.7,Low,10.574468085106384,3.5200000000000005
42,2025-01-01,Burnout,21,Male,Business,4,3.8,5.6,5.9,9.1,4.3,4.2,40.0,59.5,24.3,22.9,High,3.4696969696969697,0.050000000000000266
42,2025-01-02,Burnout,21,Male,Business,4,6.0,9.3,8.7,9.5,4.6,5.3,65.5,91.9,37.8,48.3,Medium,4.689320388349514,1.1400000000000001
42,2025-01-03,Burnout,21,Male,Business,4,2.0,10.4,7.5,9.3,4.9,4.2,40.0,88.3,40.6,44.8,High,3.9298245614035086,-0.73
42,2025-01-04,Burnout,21,Male,Business,4,4.7,8.8,6.8,9.4,4.0,3.0,51.6,65.5,29.9,42.7,High,4.357142857142857,-0.03999999999999959
42,2025-01-05,Burnout,21,Male,Business,4,5.0,7.2,6.8,7.7,4.1,5.0,53.7,76.2,32.8,39.7,Medium,4.8414634146341475,1.19
42,2025-01-06,Burnout,21,Male,Business,4,5.0,8.7,6.9,10.0,6.0,4.4,63.0,100.0,38.7,47.4,High,4.88659793814433,0.3200000000000003
42,2025-01-07,Burnout,21,Male,Business,4,5.6,9.3,6.0,7.9,4.3,5.0,63.2,93.4,39.4,43.4,Medium,4.213592233009709,1.3699999999999997
42,2025-01-08,Burnout,21,Male,Business,4,5.7,8.3,5.7,8.0,3.8,3.5,53.8,94.2,30.9,42.9,Medium,4.612903225806451,0.9300000000000002
42,2025-01-09,Burnout,21,Male,Business,4,3.2,10.0,8.2,9.9,4.3,4.3,40.0,92.4,36.2,37.6,High,3.4181818181818184,-0.3999999999999999
42,2025-01-10,Burnout,21,Male,Business,4,4.1,6.2,4.5,8.0,6.1,3.6,58.8,100.0,34.2,38.7,Medium,5.375,0.31999999999999984
42,2025-01-11,Burnout,21,Male,Business,4,5.8,6.5,5.1,10.0,7.3,4.2,79.4,100.0,37.1,37.1,Medium,4.946666666666667,0.5800000000000001
42,2025-01-12,Burnout,21,Male,Business,4,4.4,9.3,7.3,7.8,4.7,4.7,52.9,100.0,40.4,53.3,Medium,5.174757281553397,0.8300000000000001
42,2025-01-13,Burnout,21,Male,Business,4,4.1,8.3,3.6,8.6,5.8,3.6,47.9,100.0,38.0,44.7,High,4.806451612903226,0.14000000000000012
42,2025-01-14,Burnout,21,Male,Business,4,5.0,9.2,5.3,8.8,4.7,3.7,54.7,100.0,36.4,45.6,Medium,4.470588235294118,0.4700000000000002
42,2025-01-15,Burnout,21,Male,Business,4,2.6,10.7,7.5,9.0,5.9,2.5,40.0,100.0,42.8,51.9,High,4.435897435897436,-0.9099999999999997
42,2025-01-16,Burnout,21,Male,Business,4,4.5,8.7,6.4,9.5,6.7,5.0,62.3,100.0,43.8,50.1,High,5.164948453608248,0.44999999999999973
42,2025-01-17,Burnout,21,Male,Business,4,5.0,9.7,8.1,8.9,5.6,3.6,59.2,100.0,41.1,49.7,Medium,4.644859813084112,0.41000000000000014
42,2025-01-18,Burnout,21,Male,Business,4,2.8,9.3,4.2,10.0,6.5,3.7,42.4,100.0,41.4,48.2,High,4.679611650485437,-0.77
42,2025-01-19,Burnout,21,Male,Business,4,4.7,7.8,6.9,9.2,3.7,4.0,47.6,73.6,27.8,36.3,High,4.124999999999999,0.3200000000000003
42,2025-01-20,Burnout,21,Male,Business,4,5.6,7.5,7.2,10.0,4.9,4.2,67.2,84.0,30.5,37.8,Medium,4.447058823529411,0.5
42,2025-01-21,Burnout,21,Male,Business,4,5.8,7.8,6.1,9.7,4.7,4.6,62.0,81.6,32.2,26.9,Medium,3.056818181818181,0.79
42,2025-01-22,Burnout,21,Male,Business,4,3.4,7.2,6.4,9.0,3.6,4.3,40.0,80.3,26.8,37.2,High,4.536585365853659,-0.04999999999999982
42,2025-01-23,Burnout,21,Male,Business,4,5.6,9.9,8.9,8.5,4.3,4.8,64.2,100.0,39.3,55.6,Medium,5.10091743119266,1.13
42,2025-01-24,Burnout,21,Male,Business,4,4.5,8.6,6.0,10.0,4.7,3.7,45.2,82.5,32.0,39.1,High,4.072916666666667,-0.08999999999999986
42,2025-01-25,Burnout,21,Male,Business,4,4.0,6.0,6.2,10.0,5.7,4.9,57.6,69.4,30.6,36.5,High,5.214285714285714,0.07000000000000028
42,2025-01-26,Burnout,21,Male,Business,4,3.3,6.8,6.5,8.7,4.6,4.2,40.0,57.7,29.6,32.8,High,4.205128205128205,-0.029999999999999805
42,2025-01-27,Burnout,21,Male,Business,4,3.5,7.2,6.8,7.9,4.5,2.9,40.0,72.5,29.6,36.7,Medium,4.475609756097562,-0.10000000000000009
42,2025-01-28,Burnout,21,Male,Business,4,3.2,7.8,6.1,9.9,5.4,3.9,41.0,99.8,33.0,33.1,High,3.7613636363636362,-0.52
42,2025-01-29,Burnout,21,Male,Business,4,4.6,10.4,7.5,9.9,5.1,4.7,50.0,100.0,41.3,48.1,High,4.219298245614035,0.2799999999999998
42,2025-01-30,Burnout,21,Male,Business,4,4.8,8.8,8.1,7.6,4.0,4.2,70.3,89.2,35.7,43.2,Medium,4.408163265306122,0.8999999999999999
43,2025-01-01,Burnout,24,Male,Electronics,4,4.4,7.2,6.5,9.0,5.1,3.5,58.4,100.0,31.2,37.0,High,4.51219512195122,0.11000000000000076
43,2025-01-02,Burnout,24,Male,Electronics,4,4.8,6.0,7.5,10.0,6.4,4.7,59.6,99.9,32.9,42.0,High,6.0,0.33000000000000007
43,2025-01-03,Burnout,24,Male,Electronics,4,3.8,8.4,8.3,8.4,4.1,4.1,45.3,79.0,33.2,40.0,High,4.25531914893617,0.22999999999999998
43,2025-01-04,Burnout,24,Male,Electronics,4,6.2,6.1,8.3,8.2,3.2,4.2,56.2,45.6,23.0,29.6,Medium,4.169014084507043,1.2800000000000007
43,2025-01-05,Burnout,24,Male,Electronics,4,4.5,9.5,7.6,9.1,5.5,4.0,47.1,100.0,40.1,43.9,High,4.180952380952381,0.27
43,2025-01-06,Burnout,24,Male,Electronics,4,4.3,9.3,7.8,9.6,4.7,2.6,50.4,69.7,32.7,47.2,High,4.58252427184466,-0.3799999999999999
43,2025-01-07,Burnout,24,Male,Electronics,4,3.7,7.0,7.1,8.2,5.0,3.8,41.5,78.0,31.9,36.6,High,4.575,0.1600000000000006
43,2025-01-08,Burnout,24,Male,Electronics,4,3.4,8.6,7.6,8.2,6.5,3.7,47.1,87.8,42.7,58.7,High,6.114583333333334,0.010000000000000675
43,2025-01-09,Burnout,24,Male,Electronics,4,4.9,8.4,7.0,8.4,5.0,3.5,61.3,93.4,35.2,44.9,High,4.776595744680851,0.4900000000000002
43,2025-01-10,Burnout,24,Male,Electronics,4,5.1,7.7,6.7,7.8,4.6,1.0,58.1,90.2,27.8,40.5,Medium,4.655172413793104,0.0
43,2025-01-11,Burnout,24,Male,Electronics,4,4.2,8.5,4.8,8.9,3.3,2.8,47.4,79.5,26.5,36.6,High,3.8526315789473684,-0.1499999999999999
43,2025-01-12,Burnout,24,Male,Electronics,4,6.0,8.0,6.3,8.5,5.4,2.6,53.5,100.0,33.9,48.2,High,5.355555555555556,0.6300000000000008
43,2025-01-13,Burnout,24,Male,Electronics,4,5.5,5.5,6.4,8.1,3.2,3.0,57.3,78.5,18.9,38.9,Medium,5.984615384615385,0.6700000000000004
43,2025-01-14,Burnout,24,Male,Electronics,4,5.3,6.9,6.6,9.6,5.4,3.4,77.7,87.4,30.1,30.5,Medium,3.860759493670886,0.26000000000000023
43,2025-01-15,Burnout,24,Male,Electronics,4,4.2,8.2,6.8,9.1,6.3,3.9,54.1,99.1,39.2,41.2,High,4.478260869565218,0.1200000000000001
43,2025-01-16,Burnout,24,Male,Electronics,4,5.9,9.8,7.1,7.7,3.8,4.0,60.8,81.7,37.0,54.2,Medium,5.018518518518518,1.2500000000000004
43,2025-01-17,Burnout,24,Male,Electronics,4,3.9,8.0,4.6,7.9,4.4,5.2,46.0,85.8,36.0,37.4,Medium,4.155555555555555,0.75
43,2025-01-18,Burnout,24,Male,Electronics,4,5.8,9.9,6.9,8.5,4.3,3.8,65.4,97.0,37.5,50.7,Medium,4.651376146788991,0.9100000000000001
43,2025-01-19,Burnout,24,Male,Electronics,4,5.1,9.9,8.9,9.1,6.1,3.6,68.5,100.0,43.1,62.6,Medium,5.743119266055046,0.3900000000000001
43,2025-01-20,Burnout,24,Male,Electronics,4,4.6,7.0,5.6,9.0,6.5,3.7,64.9,97.5,36.6,47.4,High,5.925,0.25000000000000044
43,2025-01-21,Burnout,24,Male,Electronics,4,5.8,3.6,5.8,8.1,4.2,4.3,64.9,65.9,20.1,23.7,Medium,5.1521739130434785,1.1799999999999997
43,2025-01-22,Burnout,24,Male,Electronics,4,3.5,6.2,7.4,8.4,3.4,5.0,43.7,67.0,25.4,33.5,High,4.652777777777778,0.38000000000000034
43,2025-01-23,Burnout,24,Male,Electronics,4,5.1,10.1,6.4,10.0,5.3,4.9,64.1,100.0,41.1,52.6,Medium,4.738738738738739,0.5099999999999998
43,2025-01-24,Burnout,24,Male,Electronics,4,3.0,10.2,6.1,10.0,4.9,5.2,40.0,100.0,40.5,52.2,High,4.6607142857142865,-0.23999999999999977
43,2025-01-25,Burnout,24,Male,Electronics,4,4.9,5.0,7.1,7.9,5.2,2.9,67.3,87.3,25.6,25.8,Medium,4.3,0.45999999999999996
43,2025-01-26,Burnout,24,Male,Electronics,4,4.5,8.3,6.8,9.6,4.3,5.0,45.3,84.8,33.0,37.7,High,4.053763440860215,0.41999999999999993
43,2025-01-27,Burnout,24,Male,Electronics,4,3.9,8.5,6.5,9.5,6.2,5.8,53.5,100.0,38.0,46.1,High,4.852631578947369,0.44999999999999973
43,2025-01-28,Burnout,24,Male,Electronics,4,5.0,8.8,8.1,8.4,4.1,3.7,56.0,73.1,33.3,40.3,High,4.112244897959183,0.5900000000000003
43,2025-01-29,Burnout,24,Male,Electronics,4,6.8,9.9,7.0,9.9,3.4,6.5,64.8,64.8,36.6,44.3,Medium,4.064220183486238,1.6999999999999997
43,2025-01-30,Burnout,24,Male,Electronics,4,5.0,6.3,7.1,8.5,3.9,3.2,46.2,63.4,24.2,33.1,High,4.534246575342466,0.41000000000000014
44,2025-01-01,Burnout,19,Female,Business,1,5.2,11.9,7.5,8.1,4.6,4.0,63.1,100.0,46.1,62.4,Medium,4.837209302325581,0.8500000000000005
44,2025-01-02,Burnout,19,Female,Business,1,5.4,7.5,8.3,8.8,4.0,6.2,52.9,71.7,33.4,28.9,Medium,3.4,1.3799999999999994
44,2025-01-03,Burnout,19,Female,Business,1,7.0,10.7,8.5,8.7,7.4,4.4,90.8,100.0,53.2,76.2,Medium,6.512820512820514,1.5100000000000002
44,2025-01-04,Burnout,19,Female,Business,1,4.2,7.7,7.6,9.4,5.0,5.5,51.1,95.3,35.2,23.9,High,2.7471264367816093,0.5100000000000002
44,2025-01-05,Burnout,19,Female,Business,1,5.6,7.9,7.2,10.0,6.5,3.7,77.3,83.2,37.1,48.1,Medium,5.404494382022472,0.34999999999999964
44,2025-01-06,Burnout,19,Female,Business,1,3.8,10.2,8.1,9.5,4.6,3.1,49.6,90.2,36.0,45.3,High,4.044642857142857,-0.3999999999999999
44,2025-01-07,Burnout,19,Female,Business,1,4.6,6.9,7.8,8.5,4.9,2.3,53.6,70.1,27.9,29.7,High,3.7594936708860756,-0.020000000000000018
44,2025-01-08,Burnout,19,Female,Business,1,6.6,4.9,6.2,9.0,4.6,2.9,66.2,68.0,21.0,24.4,Medium,4.135593220338983,0.8100000000000005
44,2025-01-09,Burnout,19,Female,Business,1,6.5,8.1,8.2,9.5,6.1,1.2,82.6,96.0,32.2,47.9,Medium,5.263736263736264,0.10999999999999988
44,2025-01-10,Burnout,19,Female,Business,1,6.3,10.2,6.5,8.5,4.0,5.8,67.7,76.4,36.4,47.9,Medium,4.276785714285714,1.71
44,2025-01-11,Burnout,19,Female,Business,1,5.1,8.9,5.3,10.0,5.5,4.7,61.7,100.0,38.4,43.2,Medium,4.363636363636364,0.4500000000000002
44,2025-01-12,Burnout,19,Female,Business,1,4.4,11.0,7.0,10.0,5.3,4.6,52.3,100.0,43.4,46.6,High,3.8833333333333333,0.14000000000000012
44,2025-01-13,Burnout,19,Female,Business,1,3.7,10.6,6.8,8.0,4.6,2.7,40.3,100.0,39.8,62.1,Medium,5.353448275862069,-0.10999999999999988
44,2025-01-14,Burnout,19,Female,Business,1,5.9,7.2,7.5,8.0,7.4,4.9,76.0,100.0,45.5,52.9,Medium,6.451219512195122,1.4300000000000002
44,2025-01-15,Burnout,19,Female,Business,1,4.2,10.9,5.8,9.1,5.0,3.9,47.7,100.0,42.2,54.9,High,4.61344537815126,0.1200000000000001
44,2025-01-16,Burnout,19,Female,Business,1,5.1,8.6,4.0,9.3,3.3,4.6,44.6,74.0,30.0,46.2,Medium,4.812500000000001,0.6299999999999999
44,2025-01-17,Burnout,19,Female,Business,1,3.9,9.9,7.1,10.0,5.4,4.2,50.2,86.0,39.7,49.1,High,4.504587155963303,-0.17999999999999972
44,2025-01-18,Burnout,19,Female,Business,1,4.6,7.9,7.7,8.8,4.0,4.0,40.0,86.4,29.9,32.6,High,3.662921348314607,0.3999999999999999
44,2025-01-19,Burnout,19,Female,Business,1,6.0,8.7,8.3,8.3,3.6,3.9,47.8,78.4,31.6,41.2,Medium,4.247422680412372,1.08
44,2025-01-20,Burnout,19,Female,Business,1,3.9,5.2,6.6,7.9,5.2,3.3,57.3,85.3,27.6,36.9,Medium,5.951612903225806,0.17999999999999972
44,2025-01-21,Burnout,19,Female,Business,1,2.9,10.3,8.6,9.0,6.3,3.4,40.0,100.0,44.9,46.1,High,4.0796460176991145,-0.52
44,2025-01-22,Burnout,19,Female,Business,1,3.0,8.0,7.0,8.5,4.6,4.1,40.0,87.7,33.4,36.0,High,4.0,-0.1200000000000001
44,2025-01-23,Burnout,19,Female,Business,1,5.6,9.3,6.2,7.7,4.7,5.6,67.3,100.0,42.4,56.5,Medium,5.485436893203883,1.6099999999999999
44,2025-01-24,Burnout,19,Female,Business,1,4.9,8.2,7.7,8.5,3.6,4.7,44.6,85.0,31.4,45.9,High,4.989130434782609,0.8200000000000003
44,2025-01-25,Burnout,19,Female,Business,1,6.2,8.0,6.2,9.1,4.4,3.4,57.8,70.0,30.3,44.9,Medium,4.988888888888889,0.7700000000000005
44,2025-01-26,Burnout,19,Female,Business,1,4.5,8.0,7.3,10.0,5.1,4.6,54.6,85.6,33.5,34.4,High,3.822222222222222,0.17999999999999972
44,2025-01-27,Burnout,19,Female,Business,1,4.6,7.8,8.0,7.7,2.7,3.8,44.7,78.7,26.6,38.5,Medium,4.375,0.6699999999999995
44,2025-01-28,Burnout,19,Female,Business,1,4.9,7.2,4.7,8.8,6.0,3.6,64.1,85.9,35.3,43.6,High,5.317073170731708,0.3999999999999999
44,2025-01-29,Burnout,19,Female,Business,1,5.1,10.5,6.8,7.9,4.9,1.8,62.4,100.0,38.9,60.3,Medium,5.243478260869565,0.20999999999999996
44,2025-01-30,Burnout,19,Female,Business,1,4.3,8.6,6.1,8.6,3.5,3.8,44.6,71.6,30.1,38.1,High,3.9687500000000004,0.28000000000000025
45,2025-01-01,High Performer,18,Male,Information Technology,2,7.6,5.2,3.7,4.1,8.0,8.8,100.0,100.0,57.0,60.3,Low,9.725806451612902,4.45
45,2025-01-02,High Performer,18,Male,Information Technology,2,6.9,5.1,6.0,3.1,7.7,7.6,100.0,100.0,55.4,59.9,Low,9.819672131147541,4.11
45,2025-01-03,High Performer,18,Male,Information Technology,2,6.1,6.5,4.6,2.8,5.7,7.0,97.4,95.4,51.1,58.4,Low,7.786666666666666,3.7
45,2025-01-04,High Performer,18,Male,Information Technology,2,6.1,4.8,3.9,4.3,6.7,7.9,79.9,93.5,48.4,46.6,Low,8.03448275862069,3.5200000000000005
45,2025-01-05,High Performer,18,Male,Information Technology,2,8.1,6.3,4.6,3.5,8.7,8.3,100.0,100.0,63.5,73.0,Low,10.0,4.680000000000001
45,2025-01-06,High Performer,18,Male,Information Technology,2,7.6,7.9,4.3,3.4,7.2,7.5,100.0,100.0,60.7,84.2,Low,9.460674157303371,4.27
45,2025-01-07,High Performer,18,Male,Information Technology,2,7.2,5.8,4.8,3.4,7.4,9.7,100.0,100.0,59.2,67.3,Low,9.897058823529411,4.77
45,2025-01-08,High Performer,18,Male,Information Technology,2,7.9,7.5,4.0,4.6,6.5,7.2,100.0,77.6,53.9,59.8,Low,7.035294117647059,3.9400000000000004
45,2025-01-09,High Performer,18,Male,Information Technology,2,7.2,2.5,3.2,3.5,9.4,8.4,100.0,100.0,54.8,49.7,Low,14.200000000000001,4.3500000000000005
45,2025-01-10,High Performer,18,Male,Information Technology,2,7.5,4.3,3.0,3.2,8.0,8.1,100.0,74.9,54.9,66.9,Low,12.622641509433963,4.47
45,2025-01-11,High Performer,18,Male,Information Technology,2,7.7,4.0,3.0,3.2,7.3,6.6,100.0,97.2,48.4,56.5,Low,11.3,4.1
45,2025-01-12,High Performer,18,Male,Information Technology,2,9.3,4.2,3.7,1.5,7.7,8.6,100.0,100.0,57.6,69.4,Low,13.346153846153847,5.8500000000000005
45,2025-01-13,High Performer,18,Male,Information Technology,2,9.5,7.2,3.5,2.5,7.6,7.1,100.0,100.0,61.0,80.1,Low,9.768292682926829,5.18
