Student_ID,Date,Persona,Age,Gender,Department,Year_of_Study,Sleep_Hours,Study_Hours,Screen_Time_Hours,Stress_Level,Focus_Score,Mood_Score,Attendance_Percentage,Assignment_Completion,Productivity_Score,Exam_Score,Burnout_Risk,Study_Efficiency,Wellness_Score,Productivity_Efficiency,Digital_Distraction_Score,Wellness_Index,Study_Consistency_Score,Sleep_Deficit,Burnout_Risk_Score,Performance_Category,High_Risk_Flag,Student_Segment
63,2025-01-20,Distracted,21,Female,Business,4,5.2,1.1,9.5,6.2,2.5,5.5,49.2,34.0,11.9,8.0,Medium,3.809523809523809,1.87,5.67,8.37,1.87,8.98,2.8,5.67,Poor,0,0
63,2025-01-21,Distracted,21,Female,Business,4,7.1,3.2,11.8,7.1,3.3,5.8,71.4,43.5,20.2,18.1,Medium,4.309523809523809,2.45,4.81,8.8,2.45,8.98,0.9,5.89,Poor,0,0
63,2025-01-22,Distracted,21,Female,Business,4,6.7,2.8,11.4,4.8,4.4,5.6,77.6,83.4,27.7,25.4,Low,6.684210526315789,2.9200000000000004,7.29,8.24,2.92,8.98,1.3,5.03,Poor,0,0
63,2025-01-23,Distracted,21,Female,Business,4,5.6,2.2,9.6,5.9,2.2,5.8,57.1,21.9,16.0,18.8,Low,5.875,2.2099999999999995,5.0,8.22,2.21,8.98,2.4,5.42,Poor,0,0
63,2025-01-24,Distracted,21,Female,Business,4,5.7,1.9,10.1,7.3,2.9,5.9,60.5,44.0,14.4,19.4,Medium,6.689655172413793,1.8600000000000008,4.97,8.33,1.86,8.98,2.3,6.04,Poor,0,0
63,2025-01-25,Distracted,21,Female,Business,4,8.0,3.0,6.0,6.8,1.4,6.5,70.6,25.4,13.8,7.4,Medium,1.85,3.1100000000000003,3.45,6.14,3.11,8.98,0.0,4.27,Poor,0,0
63,2025-01-26,Distracted,21,Female,Business,4,5.2,2.2,12.1,5.3,3.5,5.0,61.1,36.2,20.1,18.6,Low,5.8125,1.99,6.28,9.2,1.99,8.98,2.8,5.88,Poor,0,0
63,2025-01-27,Distracted,21,Female,Business,4,4.7,3.0,12.2,5.9,2.5,6.2,49.0,15.1,19.6,17.0,Low,4.25,1.97,4.9,9.42,1.97,8.98,3.3,6.17,Poor,0,0
63,2025-01-28,Distracted,21,Female,Business,4,4.9,1.7,10.3,6.2,3.6,6.3,62.4,57.4,19.7,7.6,Medium,2.8148148148148144,1.99,7.3,8.23,1.99,8.98,3.1,5.84,Poor,0,0
63,2025-01-29,Distracted,21,Female,Business,4,4.7,2.8,8.8,6.1,4.1,8.1,56.9,51.3,28.7,25.2,Medium,6.631578947368421,2.4799999999999995,7.55,6.8,2.48,8.98,3.3,5.38,Poor,0,0
63,2025-01-30,Distracted,21,Female,Business,4,6.2,3.9,9.9,5.1,1.4,6.5,55.3,43.4,19.9,23.1,Low,4.714285714285714,2.900000000000001,4.06,8.21,2.9,8.98,1.8,4.91,Poor,0,0
64,2025-01-01,Distracted,18,Male,Mechanical,3,5.6,2.4,10.0,5.6,3.2,7.2,63.1,45.9,23.0,13.3,Low,3.911764705882353,2.7200000000000006,6.76,8.0,2.72,9.24,2.4,5.24,Poor,0,0
64,2025-01-02,Distracted,18,Male,Mechanical,3,6.2,3.4,10.1,6.5,3.7,5.5,65.9,52.7,23.0,26.1,Medium,5.931818181818182,2.1800000000000006,5.23,7.56,2.18,9.24,1.8,5.61,Poor,0,0
64,2025-01-03,Distracted,18,Male,Mechanical,3,5.7,3.0,10.2,6.4,3.0,4.4,59.2,47.1,16.8,19.1,Medium,4.775,1.6800000000000006,4.2,8.02,1.68,9.24,2.3,5.85,Poor,0,0
64,2025-01-04,Distracted,18,Male,Mechanical,3,5.4,1.3,11.2,5.7,3.2,5.7,56.2,28.6,16.6,12.8,Low,5.565217391304349,2.16,7.22,9.05,2.16,9.24,2.6,5.73,Poor,0,0
64,2025-01-05,Distracted,18,Male,Mechanical,3,6.5,1.9,10.3,6.4,2.4,4.8,61.3,39.9,12.1,25.0,Medium,8.620689655172415,2.12,4.17,8.65,2.12,9.24,1.5,5.59,Poor,0,0
64,2025-01-06,Distracted,18,Male,Mechanical,3,7.9,3.3,9.4,5.9,2.2,6.9,75.8,27.7,20.4,26.0,Low,6.046511627906977,3.4600000000000004,4.74,7.77,3.46,9.24,0.1,4.58,Poor,0,0
64,2025-01-07,Distracted,18,Male,Mechanical,3,4.7,3.5,10.2,6.2,2.2,4.5,45.5,48.3,15.8,21.7,Medium,4.822222222222222,1.37,3.51,8.19,1.37,9.24,3.3,6.06,Poor,0,0
64,2025-01-08,Distracted,18,Male,Mechanical,3,5.6,2.3,11.4,6.7,3.8,5.7,67.2,48.2,19.9,20.6,Medium,6.242424242424243,1.94,6.03,8.63,1.94,9.24,2.4,6.11,Poor,0,0
64,2025-01-09,Distracted,18,Male,Mechanical,3,5.5,3.8,8.7,6.6,2.9,4.2,42.5,28.8,18.4,27.7,Medium,5.770833333333333,1.4800000000000002,3.83,6.92,1.48,9.24,2.5,5.71,Poor,0,0
64,2025-01-10,Distracted,18,Male,Mechanical,3,6.5,3.0,8.7,6.1,1.0,6.7,57.7,25.3,14.2,15.0,Medium,3.75,2.78,3.55,7.92,2.78,9.24,1.5,4.96,Poor,0,0
64,2025-01-11,Distracted,18,Male,Mechanical,3,6.5,2.5,6.3,8.2,4.2,4.7,68.4,65.2,17.3,15.8,Medium,4.514285714285714,1.5500000000000005,4.94,5.35,1.55,9.24,1.5,5.52,Poor,0,0
64,2025-01-12,Distracted,18,Male,Mechanical,3,3.8,2.0,6.5,5.7,2.5,6.1,40.0,41.5,16.8,7.6,Low,2.533333333333333,1.6399999999999997,5.6,6.3,1.64,9.24,4.2,5.23,Poor,0,0
64,2025-01-13,Distracted,18,Male,Mechanical,3,6.5,3.1,9.6,5.4,2.9,6.5,70.1,47.2,22.8,12.5,Low,3.048780487804878,2.93,5.56,7.67,2.93,9.24,1.5,4.88,Poor,0,0
64,2025-01-14,Distracted,18,Male,Mechanical,3,6.1,2.4,4.9,5.6,4.8,6.0,73.5,63.2,27.1,24.8,Low,7.294117647058824,2.5600000000000005,7.97,4.3,2.56,9.24,1.9,4.19,Poor,0,2
64,2025-01-15,Distracted,18,Male,Mechanical,3,6.7,2.3,10.8,7.7,4.0,8.3,79.6,43.5,24.2,14.4,Medium,4.363636363636364,2.86,7.33,8.19,2.86,9.24,1.3,5.8,Poor,0,0
64,2025-01-16,Distracted,18,Male,Mechanical,3,6.4,3.2,9.0,6.1,3.9,5.3,64.0,74.7,23.7,34.6,Medium,8.238095238095237,2.3200000000000003,5.64,6.88,2.32,9.24,1.6,5.19,Poor,0,0
64,2025-01-17,Distracted,18,Male,Mechanical,3,7.0,2.4,9.2,5.5,2.9,6.0,83.2,42.7,19.6,27.3,Low,8.029411764705882,2.95,5.76,7.64,2.95,9.24,1.0,4.74,Poor,0,0
64,2025-01-18,Distracted,18,Male,Mechanical,3,5.2,4.6,9.6,5.0,1.8,8.1,46.5,36.1,19.4,14.0,Low,2.5,3.01,3.46,7.66,3.01,9.24,2.8,4.95,Poor,0,0
64,2025-01-19,Distracted,18,Male,Mechanical,3,4.8,1.4,8.4,7.7,2.7,3.6,45.1,16.0,7.0,10.7,Medium,4.458333333333333,0.69,2.92,7.54,0.69,9.24,3.2,6.36,Poor,0,0
64,2025-01-20,Distracted,18,Male,Mechanical,3,5.7,3.0,10.8,7.8,2.1,6.0,44.3,45.4,14.1,8.2,Medium,2.05,1.7400000000000002,3.52,8.74,1.74,9.24,2.3,6.37,Poor,0,0
64,2025-01-21,Distracted,18,Male,Mechanical,3,6.5,2.8,10.9,5.3,2.0,6.0,72.0,41.8,17.8,24.7,Low,6.5,2.8100000000000005,4.68,8.9,2.81,9.24,1.5,5.15,Poor,0,0
64,2025-01-22,Distracted,18,Male,Mechanical,3,6.0,2.8,10.0,5.0,3.0,4.7,73.6,52.3,19.8,22.5,Low,5.921052631578948,2.3100000000000005,5.21,7.96,2.31,9.24,2.0,5.13,Poor,0,0
64,2025-01-23,Distracted,18,Male,Mechanical,3,5.1,2.4,8.3,5.9,4.0,6.7,65.1,54.6,24.9,33.1,Low,9.73529411764706,2.28,7.32,6.66,2.28,9.24,2.9,5.22,Poor,0,0
64,2025-01-24,Distracted,18,Male,Mechanical,3,6.7,2.3,7.7,7.3,4.0,5.8,78.4,60.0,19.8,20.3,Medium,6.151515151515152,2.23,6.0,6.33,2.23,9.24,1.3,5.27,Poor,0,0
64,2025-01-25,Distracted,18,Male,Mechanical,3,4.5,2.7,9.7,7.1,4.0,7.3,47.4,65.2,24.8,12.0,Medium,3.243243243243243,1.8600000000000003,6.7,7.41,1.86,9.24,3.5,6.1,Poor,0,0
64,2025-01-26,Distracted,18,Male,Mechanical,3,5.4,1.0,11.1,5.5,4.8,6.3,65.3,68.7,23.8,19.3,Low,9.65,2.4,11.9,8.44,2.4,9.24,2.6,5.57,Poor,0,0
64,2025-01-27,Distracted,18,Male,Mechanical,3,6.4,2.1,8.4,5.9,2.0,7.0,61.1,36.8,16.6,4.4,Low,1.4193548387096775,2.89,5.35,7.61,2.89,9.24,1.6,4.82,Poor,0,0
64,2025-01-28,Distracted,18,Male,Mechanical,3,6.3,1.8,11.3,5.1,3.0,6.7,64.7,50.7,20.3,20.5,Low,7.321428571428572,3.0,7.25,9.04,3.0,9.24,1.7,5.14,Poor,0,0
64,2025-01-29,Distracted,18,Male,Mechanical,3,6.1,3.2,13.1,7.1,4.1,6.2,68.3,45.3,24.4,27.5,Medium,6.547619047619048,2.17,5.81,9.26,2.17,9.24,1.9,6.41,Poor,0,0
64,2025-01-30,Distracted,18,Male,Mechanical,3,6.3,2.8,11.2,5.9,2.2,6.7,69.8,33.9,18.8,11.2,Low,2.9473684210526314,2.76,4.95,9.0,2.76,9.24,1.7,5.44,Poor,0,0
65,2025-01-01,High Performer,18,Female,Information Technology,3,7.7,6.1,4.6,2.6,8.8,8.3,100.0,100.0,64.9,70.0,Low,9.859154929577466,4.79,9.14,1.41,4.79,8.81,0.3,2.22,Good,0,3
65,2025-01-02,High Performer,18,Female,Information Technology,3,6.5,7.2,5.5,4.5,7.8,7.8,100.0,100.0,59.5,70.6,Low,8.609756097560975,3.59,7.26,2.02,3.59,8.81,1.5,3.57,Good,0,3
65,2025-01-03,High Performer,18,Female,Information Technology,3,6.6,7.0,2.2,3.0,7.8,6.4,100.0,100.0,59.1,76.0,Low,9.5,3.6600000000000006,7.39,0.1,3.66,8.81,1.4,2.42,Good,0,3
65,2025-01-04,High Performer,18,Female,Information Technology,3,8.5,6.9,3.9,3.5,10.0,8.7,100.0,100.0,71.2,82.4,Low,10.430379746835444,4.96,9.01,0.27,4.96,8.81,0.0,2.31,Excellent,0,3
65,2025-01-05,High Performer,18,Female,Information Technology,3,7.1,5.6,5.0,2.0,7.7,9.4,100.0,100.0,62.3,64.4,Low,9.75757575757576,5.0600000000000005,9.44,2.24,5.06,8.81,0.9,2.13,Good,0,3
65,2025-01-06,High Performer,18,Female,Information Technology,3,7.4,4.9,3.7,6.7,9.9,8.1,100.0,100.0,57.2,56.0,Medium,9.491525423728811,3.380000000000001,9.69,0.79,3.38,8.81,0.6,3.79,Average,0,3
65,2025-01-07,High Performer,18,Female,Information Technology,3,6.5,5.6,5.3,2.2,8.8,9.4,100.0,100.0,66.4,66.8,Low,10.12121212121212,4.76,10.06,1.98,4.76,8.81,1.5,2.45,Good,0,3
65,2025-01-08,High Performer,18,Female,Information Technology,3,7.9,5.2,3.7,3.4,8.7,8.8,100.0,100.0,61.3,66.0,Low,10.64516129032258,4.780000000000001,9.89,1.18,4.78,8.81,0.1,2.25,Good,0,3
65,2025-01-09,High Performer,18,Female,Information Technology,3,7.8,5.3,5.9,2.4,5.8,7.3,97.1,74.4,48.6,61.5,Low,9.761904761904765,4.590000000000001,7.71,3.63,4.59,8.81,0.2,2.47,Good,0,3
65,2025-01-10,High Performer,18,Female,Information Technology,3,8.3,6.0,4.4,4.8,7.6,7.6,100.0,84.1,53.9,66.3,Low,9.471428571428572,4.16,7.7,1.8,4.16,8.81,0.0,3.04,Good,0,3
65,2025-01-11,High Performer,18,Female,Information Technology,3,7.2,6.4,4.3,4.9,6.0,8.3,85.0,100.0,50.1,59.1,Low,7.986486486486486,3.900000000000001,6.77,2.26,3.9,8.81,0.8,3.23,Average,0,3
65,2025-01-12,High Performer,18,Female,Information Technology,3,7.4,8.6,1.8,5.4,7.6,6.4,100.0,100.0,58.2,69.4,Low,7.229166666666668,3.2600000000000007,6.06,-0.54,3.26,8.81,0.6,3.06,Good,0,3
65,2025-01-13,High Performer,18,Female,Information Technology,3,8.9,6.9,3.0,5.1,8.4,7.3,100.0,100.0,58.8,69.5,Low,8.797468354430379,4.220000000000001,7.44,0.37,4.22,8.81,0.0,2.91,Good,0,3
65,2025-01-14,High Performer,18,Female,Information Technology,3,6.0,4.5,4.5,4.6,7.8,9.4,97.5,100.0,54.1,52.3,Low,9.509090909090908,3.8400000000000007,9.84,2.23,3.84,8.81,2.0,3.4,Average,0,3
65,2025-01-15,High Performer,18,Female,Information Technology,3,7.4,5.6,1.5,4.0,6.2,6.8,91.6,84.2,47.0,48.7,Low,7.37878787878788,3.8,7.12,0.74,3.8,8.81,0.6,2.4,Average,0,3
65,2025-01-16,High Performer,18,Female,Information Technology,3,7.1,6.2,4.2,2.1,8.1,8.3,100.0,100.0,63.3,69.4,Low,9.63888888888889,4.7,8.79,1.42,4.7,8.81,0.9,2.12,Good,0,3
65,2025-01-17,High Performer,18,Female,Information Technology,3,8.1,3.9,3.8,5.5,9.4,8.9,100.0,100.0,56.1,59.7,Low,12.183673469387754,4.26,11.45,1.35,4.26,8.81,0.0,3.07,Average,0,3
65,2025-01-18,High Performer,18,Female,Information Technology,3,7.4,4.5,3.7,7.1,6.4,7.5,92.6,74.9,40.2,34.8,Medium,6.327272727272727,3.080000000000001,7.31,2.31,3.08,8.81,0.6,4.01,Poor,0,2
65,2025-01-19,High Performer,18,Female,Information Technology,3,7.4,3.5,4.6,5.2,7.6,7.9,100.0,93.5,46.4,46.6,Low,10.355555555555556,3.77,10.31,2.67,3.77,8.81,0.6,3.39,Average,0,2
65,2025-01-20,High Performer,18,Female,Information Technology,3,8.1,6.7,3.2,3.7,8.9,5.8,100.0,100.0,61.6,64.6,Low,8.38961038961039,3.87,8.0,0.35,3.87,8.81,0.0,2.54,Good,0,3
65,2025-01-21,High Performer,18,Female,Information Technology,3,6.9,4.9,3.2,3.1,8.7,6.8,100.0,97.0,56.9,62.5,Low,10.59322033898305,3.870000000000001,9.64,0.97,3.87,8.81,1.1,2.53,Good,0,3
65,2025-01-22,High Performer,18,Female,Information Technology,3,8.2,5.0,4.2,2.5,7.3,8.8,100.0,95.5,56.5,75.8,Low,12.633333333333333,5.17,9.42,2.1,5.17,8.81,0.0,1.96,Good,0,3
65,2025-01-23,High Performer,18,Female,Information Technology,3,7.8,4.9,4.8,3.1,8.2,7.5,100.0,100.0,56.0,69.4,Low,11.76271186440678,4.44,9.49,2.13,4.44,8.81,0.2,2.51,Good,0,3
65,2025-01-24,High Performer,18,Female,Information Technology,3,8.3,4.5,4.1,2.2,6.9,8.4,100.0,96.4,53.5,55.0,Low,10.0,5.18,9.73,2.35,5.18,8.81,0.0,1.86,Average,0,3
65,2025-01-25,High Performer,18,Female,Information Technology,3,7.0,6.3,4.2,4.4,9.2,8.3,100.0,100.0,63.7,77.0,Low,10.547945205479452,3.9700000000000006,8.73,0.95,3.97,8.81,1.0,3.07,Good,0,3
65,2025-01-26,High Performer,18,Female,Information Technology,3,8.5,5.8,3.6,4.3,9.1,8.5,100.0,100.0,62.1,78.6,Low,11.558823529411764,4.66,9.13,0.78,4.66,8.81,0.0,2.59,Good,0,3
65,2025-01-27,High Performer,18,Female,Information Technology,3,6.7,5.3,4.1,4.7,8.6,8.2,100.0,100.0,57.5,61.0,Low,9.682539682539684,3.73,9.13,1.43,3.73,8.81,1.3,3.27,Good,0,3
65,2025-01-28,High Performer,18,Female,Information Technology,3,8.9,3.5,5.5,4.0,9.0,8.4,100.0,100.0,55.2,60.9,Low,13.533333333333331,4.88,12.27,2.65,4.88,8.81,0.0,2.86,Good,0,3
65,2025-01-29,High Performer,18,Female,Information Technology,3,7.2,6.5,2.9,4.0,8.8,9.0,100.0,100.0,64.9,72.8,Low,9.706666666666669,4.38,8.65,0.27,4.38,8.81,0.8,2.52,Good,0,3
65,2025-01-30,High Performer,18,Female,Information Technology,3,7.0,7.3,3.9,2.5,6.8,8.0,100.0,93.9,60.1,70.7,Low,8.518072289156626,4.45,7.24,1.43,4.45,8.81,1.0,2.28,Good,0,3
66,2025-01-01,Burnout,25,Female,Business,1,4.5,6.4,6.5,10.0,3.9,4.6,44.6,75.9,23.9,28.6,High,3.864864864864865,0.1799999999999997,3.23,4.42,0.18,8.4,3.5,6.89,Poor,0,1
66,2025-01-02,Burnout,25,Female,Business,1,3.3,10.5,8.9,9.0,7.4,3.6,59.6,100.0,50.3,63.7,High,5.539130434782609,-0.2999999999999994,4.37,3.23,-0.3,8.4,4.7,7.43,Good,0,1
66,2025-01-03,Burnout,25,Female,Business,1,3.1,5.6,9.1,8.5,4.8,2.9,40.0,71.1,24.8,32.7,High,4.954545454545455,-0.4399999999999995,3.76,5.86,-0.44,8.4,4.9,7.4,Poor,1,1
66,2025-01-04,Burnout,25,Female,Business,1,4.8,6.4,6.8,10.0,5.4,4.1,53.2,100.0,29.2,34.4,High,4.648648648648648,0.1499999999999994,3.95,4.0,0.15,8.4,3.2,6.91,Poor,0,1
66,2025-01-05,Burnout,25,Female,Business,1,3.7,8.3,7.1,10.0,6.1,4.0,49.0,79.9,37.3,44.8,High,4.817204301075268,-0.3199999999999998,4.01,3.33,-0.32,8.4,4.3,7.31,Average,1,1
66,2025-01-06,Burnout,25,Female,Business,1,2.9,7.1,6.4,7.8,5.7,4.0,40.0,92.5,36.7,39.8,Medium,4.91358024691358,0.02,4.53,3.43,0.02,8.4,5.1,6.53,Poor,0,1
66,2025-01-07,Burnout,25,Female,Business,1,2.0,7.8,7.1,9.2,3.4,4.2,40.0,80.3,27.0,23.6,High,2.6818181818181817,-0.6999999999999997,3.07,4.56,-0.7,8.4,6.0,7.48,Poor,1,1
66,2025-01-08,Burnout,25,Female,Business,1,6.5,8.1,6.2,9.2,5.9,4.6,72.9,100.0,38.9,63.3,Medium,6.956043956043956,1.2200000000000002,4.27,2.93,1.22,8.4,1.5,5.91,Good,0,1
66,2025-01-09,Burnout,25,Female,Business,1,6.0,10.2,5.0,9.0,6.5,5.8,73.1,100.0,52.4,65.7,Medium,5.866071428571429,1.4400000000000008,4.68,1.34,1.44,8.4,2.0,5.62,Good,0,1
66,2025-01-10,Burnout,25,Female,Business,1,6.7,9.1,6.2,8.8,5.3,4.5,73.1,82.0,40.0,49.3,Medium,4.881188118811881,1.39,3.96,2.87,1.39,8.4,1.3,5.7,Average,0,1
66,2025-01-11,Burnout,25,Female,Business,1,5.5,7.5,7.5,10.0,5.2,3.9,61.8,100.0,31.1,40.4,Medium,4.752941176470588,0.3700000000000001,3.66,4.17,0.37,8.4,2.5,6.86,Average,0,1
66,2025-01-12,Burnout,25,Female,Business,1,4.8,7.2,8.0,10.0,3.7,5.5,47.8,82.6,27.3,32.0,High,3.902439024390244,0.5699999999999998,3.33,5.16,0.57,8.4,3.2,7.01,Poor,1,1
66,2025-01-13,Burnout,25,Female,Business,1,6.0,9.4,6.6,7.5,4.0,4.6,52.3,99.1,38.4,43.7,Medium,4.201923076923077,1.5300000000000002,3.69,3.54,1.53,8.4,2.0,5.46,Average,0,1
66,2025-01-14,Burnout,25,Female,Business,1,5.8,8.2,7.3,7.8,6.0,4.4,81.1,94.8,41.7,56.0,Medium,6.086956521739131,1.2999999999999998,4.53,3.52,1.3,8.4,2.2,5.8,Average,0,1
66,2025-01-15,Burnout,25,Female,Business,1,4.4,8.5,6.1,8.8,5.5,3.7,46.0,100.0,37.2,53.3,High,5.610526315789474,0.2299999999999999,3.92,2.91,0.23,8.4,3.6,6.45,Average,0,1
66,2025-01-16,Burnout,25,Female,Business,1,5.2,7.1,6.1,6.9,4.2,5.0,64.6,71.6,34.5,41.8,Medium,5.160493827160494,1.5100000000000002,4.26,3.85,1.51,8.4,2.8,5.32,Average,0,1
66,2025-01-17,Burnout,25,Female,Business,1,5.2,6.9,6.0,8.9,4.3,2.5,56.5,90.7,25.2,34.8,Medium,4.40506329113924,0.1600000000000001,3.19,3.81,0.16,8.4,2.8,6.35,Poor,0,1
66,2025-01-18,Burnout,25,Female,Business,1,5.4,9.8,7.7,9.3,3.8,4.1,61.8,93.7,34.2,50.1,Medium,4.638888888888888,0.5999999999999996,3.17,4.16,0.6,8.4,2.6,6.63,Average,0,1
66,2025-01-19,Burnout,25,Female,Business,1,5.7,6.5,6.7,9.4,6.2,3.9,72.8,82.6,32.9,39.7,Medium,5.293333333333334,0.6300000000000003,4.39,3.59,0.63,8.4,2.3,6.4,Poor,0,1
66,2025-01-20,Burnout,25,Female,Business,1,6.1,6.7,5.1,9.0,6.7,4.6,76.8,98.9,38.0,49.1,Medium,6.376623376623376,1.12,4.94,2.37,1.12,8.4,1.9,5.73,Average,0,1
66,2025-01-21,Burnout,25,Female,Business,1,3.0,4.6,7.2,10.0,5.3,4.6,40.0,75.3,24.5,28.3,High,5.053571428571429,-0.4199999999999999,4.38,4.82,-0.42,8.4,5.0,7.48,Poor,1,1
66,2025-01-22,Burnout,25,Female,Business,1,3.7,11.0,7.5,8.1,3.8,5.3,49.1,65.9,42.8,48.5,High,4.041666666666667,0.6400000000000006,3.57,3.68,0.64,8.4,4.3,6.5,Average,0,1
66,2025-01-23,Burnout,25,Female,Business,1,5.9,8.7,7.1,8.8,6.9,4.7,67.4,100.0,45.5,52.1,Medium,5.371134020618557,1.1300000000000003,4.69,2.89,1.13,8.4,2.1,6.1,Average,0,1
66,2025-01-24,Burnout,25,Female,Business,1,4.5,5.7,6.9,8.4,5.0,4.7,57.7,71.5,29.8,39.8,High,5.940298507462686,0.69,4.45,4.43,0.69,8.4,3.5,6.32,Poor,0,1
66,2025-01-25,Burnout,25,Female,Business,1,4.9,8.1,5.7,9.4,6.9,4.0,64.3,96.9,41.0,41.5,High,4.56043956043956,0.3400000000000003,4.51,2.23,0.34,8.4,3.1,6.43,Average,0,1
66,2025-01-26,Burnout,25,Female,Business,1,5.4,8.8,6.8,8.7,4.8,4.0,53.3,100.0,36.2,43.9,Medium,4.479591836734693,0.7500000000000004,3.69,3.52,0.75,8.4,2.6,6.22,Average,0,1
66,2025-01-27,Burnout,25,Female,Business,1,4.1,8.3,7.3,9.3,3.8,2.3,43.6,72.2,26.1,33.9,High,3.64516129032258,-0.4599999999999999,2.81,4.37,-0.46,8.4,3.9,7.12,Poor,1,1
66,2025-01-28,Burnout,25,Female,Business,1,4.1,11.2,5.2,8.2,6.9,4.0,65.3,100.0,52.6,63.6,High,5.213114754098361,0.3800000000000003,4.31,1.0,0.38,8.4,3.9,6.09,Good,0,1
66,2025-01-29,Burnout,25,Female,Business,1,4.2,8.3,6.3,8.0,4.9,3.0,51.8,98.8,34.4,45.4,Medium,4.881720430107526,0.1800000000000001,3.7,3.33,0.18,8.4,3.8,6.3,Average,0,1
66,2025-01-30,Burnout,25,Female,Business,1,5.6,7.4,7.5,9.5,5.3,3.5,66.4,73.2,31.5,35.9,Medium,4.273809523809524,0.4399999999999999,3.75,4.16,0.44,8.4,2.4,6.67,Poor,0,1
67,2025-01-01,High Performer,19,Male,Business,1,7.3,2.9,2.7,3.1,9.1,8.7,100.0,100.0,56.4,53.6,Low,13.743589743589745,4.6,14.46,1.11,4.6,9.05,0.7,2.12,Average,0,3
67,2025-01-02,High Performer,19,Male,Business,1,7.4,4.1,3.8,3.9,6.8,8.4,100.0,91.0,48.3,52.1,Low,10.215686274509803,4.3100000000000005,9.47,2.33,4.31,9.05,0.6,2.66,Average,0,3
67,2025-01-03,High Performer,19,Male,Business,1,8.1,5.3,4.2,3.6,7.4,9.3,100.0,94.6,57.1,51.4,Low,8.158730158730158,4.95,9.06,1.97,4.95,9.05,0.0,2.35,Average,0,3
67,2025-01-04,High Performer,19,Male,Business,1,6.9,5.8,2.5,3.2,7.2,7.8,100.0,100.0,55.1,57.6,Low,8.470588235294118,4.14,8.1,0.88,4.14,9.05,1.1,2.33,Average,0,3
67,2025-01-05,High Performer,19,Male,Business,1,5.9,6.0,4.9,4.5,7.3,7.8,84.3,91.5,53.9,54.0,Low,7.714285714285714,3.3500000000000005,7.7,2.22,3.35,9.05,2.1,3.63,Average,0,3
67,2025-01-06,High Performer,19,Male,Business,1,7.4,4.0,3.8,2.8,8.2,7.3,100.0,100.0,54.0,60.8,Low,12.16,4.3100000000000005,10.8,1.8,4.31,9.05,0.6,2.33,Good,0,3
67,2025-01-07,High Performer,19,Male,Business,1,5.5,4.7,3.7,4.5,6.3,7.0,78.0,90.6,44.5,47.0,Low,8.24561403508772,2.950000000000001,7.81,2.29,2.95,9.05,2.5,3.59,Average,0,2
67,2025-01-08,High Performer,19,Male,Business,1,7.9,5.8,4.2,4.1,8.7,5.8,100.0,100.0,55.6,75.1,Low,11.044117647058822,3.670000000000001,8.18,1.3,3.67,9.05,0.1,2.93,Good,0,3
67,2025-01-09,High Performer,19,Male,Business,1,7.3,4.6,1.0,4.0,8.8,9.0,100.0,100.0,63.7,65.3,Low,11.660714285714286,4.419999999999999,11.38,-0.3,4.42,9.05,0.7,2.11,Good,0,3
67,2025-01-10,High Performer,19,Male,Business,1,7.2,4.5,3.1,4.4,8.1,8.5,100.0,100.0,54.0,57.0,Low,10.363636363636363,4.109999999999999,9.82,1.27,4.11,9.05,0.8,2.77,Average,0,3
67,2025-01-11,High Performer,19,Male,Business,1,6.1,4.6,3.8,4.0,7.3,8.9,90.7,97.4,53.1,62.7,Low,11.196428571428571,3.9099999999999993,9.48,1.98,3.91,9.05,1.9,3.04,Good,0,3
67,2025-01-12,High Performer,19,Male,Business,1,8.2,3.6,4.0,5.0,7.4,6.8,100.0,82.7,43.9,48.1,Low,10.456521739130435,3.82,9.54,2.36,3.82,9.05,0.0,3.12,Average,0,3
67,2025-01-13,High Performer,19,Male,Business,1,9.2,5.0,2.8,3.9,8.9,8.0,100.0,100.0,58.9,69.8,Low,11.633333333333333,4.91,9.82,0.62,4.91,9.05,0.0,2.32,Good,0,3
67,2025-01-14,High Performer,19,Male,Business,1,7.9,6.5,4.4,4.8,7.1,7.5,100.0,92.5,53.5,69.4,Low,9.253333333333334,3.97,7.13,1.85,3.97,9.05,0.1,3.08,Good,0,3
67,2025-01-15,High Performer,19,Male,Business,1,7.7,5.1,3.3,4.3,9.1,8.5,100.0,100.0,60.1,62.9,Low,10.311475409836063,4.34,9.85,0.81,4.34,9.05,0.3,2.62,Good,0,3
67,2025-01-16,High Performer,19,Male,Business,1,7.8,6.9,1.9,4.8,6.5,9.2,94.9,100.0,55.4,58.4,Low,7.392405063291139,4.44,7.01,0.47,4.44,9.05,0.2,2.44,Average,0,3
67,2025-01-17,High Performer,19,Male,Business,1,7.8,4.5,2.7,3.8,6.8,6.9,99.4,94.7,46.9,54.4,Low,9.89090909090909,4.05,8.53,1.55,4.05,9.05,0.2,2.43,Average,0,3
67,2025-01-18,High Performer,19,Male,Business,1,8.7,5.4,4.1,6.0,6.8,9.2,100.0,100.0,49.7,58.7,Medium,9.171875,4.44,7.77,2.12,4.44,9.05,0.0,3.3,Average,0,3
67,2025-01-19,High Performer,19,Male,Business,1,7.7,4.9,5.1,5.1,9.1,8.0,100.0,100.0,57.0,57.5,Low,9.745762711864408,3.9500000000000006,9.66,1.95,3.95,9.05,0.3,3.35,Average,0,3
