Student_ID,Date,Persona,Age,Gender,Department,Year_of_Study,Sleep_Hours,Study_Hours,Screen_Time_Hours,Stress_Level,Focus_Score,Mood_Score,Attendance_Percentage,Assignment_Completion,Productivity_Score,Exam_Score,Burnout_Risk
145,2025-01-03,Inconsistent,21,Female,Mechanical,4,7.6,2.4,8.0,4.8,8.8,4.6,100.0,100.0,41.8,42.4,Low
145,2025-01-04,Inconsistent,21,Female,Mechanical,4,5.4,1.6,10.1,8.5,1.7,3.2,43.3,30.1,1.0,0.0,Medium
145,2025-01-05,Inconsistent,21,Female,Mechanical,4,9.2,2.9,11.7,3.1,5.9,3.8,100.0,60.5,33.7,49.5,Low
145,2025-01-06,Inconsistent,21,Female,Mechanical,4,6.5,2.1,6.0,9.7,5.3,6.8,64.8,62.5,21.7,11.7,Medium
145,2025-01-07,Inconsistent,21,Female,Mechanical,4,2.5,1.9,7.7,5.8,5.7,6.2,40.0,44.4,29.2,13.9,Low
145,2025-01-08,Inconsistent,21,Female,Mechanical,4,4.8,6.2,11.5,6.4,7.7,5.8,70.5,84.7,48.4,52.9,Medium
145,2025-01-09,Inconsistent,21,Female,Mechanical,4,7.9,3.8,11.2,4.1,9.9,4.5,100.0,100.0,51.8,58.8,Low
145,2025-01-10,Inconsistent,21,Female,Mechanical,4,5.4,2.5,1.6,4.4,7.1,3.2,75.3,82.9,33.7,29.8,Low
145,2025-01-11,Inconsistent,21,Female,Mechanical,4,4.0,3.2,4.6,8.0,6.0,9.4,52.3,87.5,36.2,21.7,High
145,2025-01-12,Inconsistent,21,Female,Mechanical,4,6.3,1.2,8.7,6.8,1.4,3.7,63.5,27.0,3.0,4.7,Medium
145,2025-01-13,Inconsistent,21,Female,Mechanical,4,4.4,1.9,9.4,1.1,3.4,7.8,54.6,31.2,32.5,29.7,Low
145,2025-01-14,Inconsistent,21,Female,Mechanical,4,7.2,4.2,6.3,6.7,5.3,5.2,79.8,81.9,30.9,30.0,Medium
145,2025-01-15,Inconsistent,21,Female,Mechanical,4,6.6,5.1,5.2,7.5,4.3,7.6,69.8,66.8,32.6,29.7,Medium
145,2025-01-16,Inconsistent,21,Female,Mechanical,4,7.2,3.9,7.1,5.2,5.5,4.9,89.8,76.3,33.1,36.4,Low
145,2025-01-17,Inconsistent,21,Female,Mechanical,4,10.0,2.2,4.5,6.6,3.0,2.9,98.1,33.5,11.1,16.0,Medium
145,2025-01-18,Inconsistent,21,Female,Mechanical,4,2.9,3.2,0.0,7.0,3.9,4.2,40.0,48.8,19.7,19.6,Medium
145,2025-01-19,Inconsistent,21,Female,Mechanical,4,6.4,8.6,4.0,7.5,2.8,7.4,59.1,82.5,36.7,41.1,Medium
145,2025-01-20,Inconsistent,21,Female,Mechanical,4,6.9,2.0,7.4,4.6,1.8,5.4,64.6,41.0,14.7,15.4,Low
145,2025-01-21,Inconsistent,21,Female,Mechanical,4,3.7,4.4,10.2,5.5,3.5,5.6,47.8,76.2,27.6,29.5,Low
145,2025-01-22,Inconsistent,21,Female,Mechanical,4,4.6,4.6,3.2,7.3,5.4,4.6,56.3,79.0,29.9,28.5,Medium
145,2025-01-23,Inconsistent,21,Female,Mechanical,4,3.6,3.1,7.1,2.9,2.9,3.7,40.2,43.8,22.3,33.2,Low
145,2025-01-24,Inconsistent,21,Female,Mechanical,4,3.4,1.7,2.7,7.3,2.3,6.8,40.0,41.2,13.4,4.9,Medium
145,2025-01-25,Inconsistent,21,Female,Mechanical,4,10.0,5.4,3.6,9.0,5.4,9.2,100.0,80.9,38.3,39.2,Medium
145,2025-01-26,Inconsistent,21,Female,Mechanical,4,10.0,3.2,16.0,6.9,6.7,8.4,100.0,79.8,39.3,38.0,Medium
145,2025-01-27,Inconsistent,21,Female,Mechanical,4,5.8,4.2,8.7,7.1,3.8,5.2,68.1,76.7,24.5,15.4,Medium
145,2025-01-28,Inconsistent,21,Female,Mechanical,4,5.9,0.0,9.2,4.5,5.4,6.4,82.1,55.1,25.3,22.5,Low
145,2025-01-29,Inconsistent,21,Female,Mechanical,4,5.8,6.2,6.8,4.6,5.9,2.7,71.9,84.5,38.5,52.1,Low
145,2025-01-30,Inconsistent,21,Female,Mechanical,4,4.5,1.0,10.3,8.0,7.6,4.6,70.8,82.8,26.8,18.4,High
146,2025-01-01,Distracted,24,Female,Business,1,6.1,0.0,11.5,6.6,3.0,6.8,59.5,27.7,12.4,7.4,Medium
146,2025-01-02,Distracted,24,Female,Business,1,5.0,4.0,12.0,5.2,3.6,6.3,58.3,64.6,28.5,25.3,Low
146,2025-01-03,Distracted,24,Female,Business,1,6.9,4.8,10.2,5.8,3.6,5.8,71.1,25.5,28.9,32.1,Low
146,2025-01-04,Distracted,24,Female,Business,1,6.7,0.9,8.2,6.3,2.7,8.1,79.3,44.9,17.0,2.1,Medium
146,2025-01-05,Distracted,24,Female,Business,1,6.9,3.9,10.8,4.3,3.5,4.5,77.7,45.7,26.3,32.0,Low
146,2025-01-06,Distracted,24,Female,Business,1,6.9,2.3,10.8,6.0,3.1,5.1,72.3,33.0,17.6,14.0,Low
146,2025-01-07,Distracted,24,Female,Business,1,7.4,1.1,14.7,6.3,3.1,5.5,75.7,39.3,14.0,17.1,Medium
146,2025-01-08,Distracted,24,Female,Business,1,6.8,3.2,12.5,6.5,2.0,3.9,66.7,55.6,12.5,19.2,Medium
146,2025-01-09,Distracted,24,Female,Business,1,5.9,2.9,11.6,6.5,3.8,5.2,63.6,31.1,21.3,17.1,Medium
146,2025-01-10,Distracted,24,Female,Business,1,6.0,1.8,10.6,5.7,2.0,7.3,62.4,30.9,16.6,12.3,Low
146,2025-01-11,Distracted,24,Female,Business,1,6.5,1.1,12.6,6.9,3.0,6.3,63.9,19.7,14.2,14.9,Medium
146,2025-01-12,Distracted,24,Female,Business,1,5.6,2.7,9.9,7.3,2.0,5.2,54.2,18.4,11.8,5.5,Medium
146,2025-01-13,Distracted,24,Female,Business,1,6.7,1.6,8.5,7.8,4.2,6.1,83.1,48.2,18.3,8.4,Medium
146,2025-01-14,Distracted,24,Female,Business,1,6.2,3.4,6.1,5.4,2.9,6.1,68.0,46.7,23.5,18.7,Low
146,2025-01-15,Distracted,24,Female,Business,1,7.7,3.5,9.5,5.8,4.0,6.3,95.6,47.7,27.5,24.6,Low
146,2025-01-16,Distracted,24,Female,Business,1,8.5,2.9,8.7,3.6,3.8,4.4,100.0,41.0,25.5,37.6,Low
146,2025-01-17,Distracted,24,Female,Business,1,6.7,1.7,12.3,6.1,3.0,7.2,66.1,56.1,19.3,18.8,Medium
146,2025-01-18,Distracted,24,Female,Business,1,4.5,2.8,8.4,4.5,1.9,6.0,50.2,47.3,18.7,18.5,Low
146,2025-01-19,Distracted,24,Female,Business,1,6.3,2.1,12.1,5.4,1.4,6.9,54.9,43.9,14.9,18.9,Low
146,2025-01-20,Distracted,24,Female,Business,1,6.6,2.9,9.0,7.0,1.5,5.7,52.6,38.1,12.0,9.0,Medium
146,2025-01-21,Distracted,24,Female,Business,1,6.3,3.3,9.4,7.0,3.1,5.5,54.9,58.9,19.3,17.4,Medium
146,2025-01-22,Distracted,24,Female,Business,1,7.1,5.4,9.3,5.3,1.3,7.0,74.1,31.0,24.7,34.1,Low
146,2025-01-23,Distracted,24,Female,Business,1,6.7,2.0,12.7,6.5,1.4,5.9,55.5,13.3,10.4,0.0,Medium
146,2025-01-24,Distracted,24,Female,Business,1,5.4,2.2,10.3,6.1,3.0,6.3,56.6,55.3,19.1,9.2,Medium
146,2025-01-25,Distracted,24,Female,Business,1,5.8,3.0,10.8,6.9,3.3,6.8,64.3,52.3,22.1,21.7,Medium
146,2025-01-26,Distracted,24,Female,Business,1,5.0,1.3,9.3,7.6,2.8,6.3,49.9,35.8,12.8,0.0,Medium
146,2025-01-27,Distracted,24,Female,Business,1,3.3,2.8,6.7,5.3,4.0,6.2,40.0,49.7,26.1,18.5,Low
146,2025-01-28,Distracted,24,Female,Business,1,6.2,1.3,12.2,4.9,1.3,7.0,58.6,25.8,13.3,7.2,Low
146,2025-01-29,Distracted,24,Female,Business,1,5.3,2.6,11.3,7.6,2.5,5.5,51.0,36.7,13.7,13.6,Medium
146,2025-01-30,Distracted,24,Female,Business,1,7.6,0.8,7.2,4.3,4.2,6.5,87.7,45.8,23.6,16.2,Low
147,2025-01-01,Inconsistent,19,Male,Information Technology,3,2.0,4.6,3.5,7.4,2.7,5.4,40.0,55.0,20.6,21.9,Medium
147,2025-01-02,Inconsistent,19,Male,Information Technology,3,5.3,0.0,5.7,5.5,4.4,1.9,58.4,59.5,10.4,13.8,Low
147,2025-01-03,Inconsistent,19,Male,Information Technology,3,5.8,6.9,9.9,10.0,5.4,4.2,72.3,75.1,30.7,35.9,Medium
147,2025-01-04,Inconsistent,19,Male,Information Technology,3,3.7,4.7,6.5,7.9,2.3,4.9,40.0,55.6,17.3,15.6,Medium
147,2025-01-05,Inconsistent,19,Male,Information Technology,3,5.3,3.6,4.5,5.3,3.0,6.7,65.8,51.9,25.6,29.8,Low
147,2025-01-06,Inconsistent,19,Male,Information Technology,3,4.8,2.6,8.5,6.4,4.7,4.5,56.5,72.9,22.5,27.9,Medium
147,2025-01-07,Inconsistent,19,Male,Information Technology,3,5.9,2.9,4.6,5.7,6.0,4.2,75.2,73.3,29.8,37.4,Low
147,2025-01-08,Inconsistent,19,Male,Information Technology,3,2.9,5.7,6.2,9.2,6.4,5.2,45.0,100.0,34.7,38.5,High
147,2025-01-09,Inconsistent,19,Male,Information Technology,3,3.8,5.4,8.5,2.9,8.0,2.7,57.8,100.0,47.7,51.3,Low
147,2025-01-10,Inconsistent,19,Male,Information Technology,3,2.2,2.4,9.5,6.4,3.8,1.8,40.0,56.8,13.2,12.0,Medium
147,2025-01-11,Inconsistent,19,Male,Information Technology,3,9.1,2.0,3.0,6.6,5.4,5.0,91.3,54.4,24.6,26.4,Medium
147,2025-01-12,Inconsistent,19,Male,Information Technology,3,6.6,4.9,9.9,6.7,6.5,6.5,85.3,59.9,40.1,43.4,Medium
147,2025-01-13,Inconsistent,19,Male,Information Technology,3,4.2,2.2,6.7,4.1,6.9,3.2,63.2,73.5,32.2,39.8,Low
147,2025-01-14,Inconsistent,19,Male,Information Technology,3,4.1,2.5,10.5,5.3,4.4,3.5,53.8,54.4,21.5,21.1,Low
147,2025-01-15,Inconsistent,19,Male,Information Technology,3,5.2,7.0,7.8,3.7,4.8,3.9,69.3,94.8,40.9,56.5,Low
147,2025-01-16,Inconsistent,19,Male,Information Technology,3,4.0,3.4,3.8,5.9,1.9,5.6,40.0,44.3,17.4,14.8,Low
147,2025-01-17,Inconsistent,19,Male,Information Technology,3,5.9,0.2,5.3,5.8,4.3,4.6,70.0,48.1,15.4,20.7,Low
147,2025-01-18,Inconsistent,19,Male,Information Technology,3,2.0,6.2,15.6,8.7,4.1,9.6,40.0,69.7,36.9,25.7,High
147,2025-01-19,Inconsistent,19,Male,Information Technology,3,4.9,0.0,9.4,5.4,4.6,5.5,62.8,58.3,18.8,10.0,Low
147,2025-01-20,Inconsistent,19,Male,Information Technology,3,6.3,3.5,6.6,6.4,3.3,5.4,67.4,46.8,22.0,27.9,Medium
147,2025-01-21,Inconsistent,19,Male,Information Technology,3,4.9,6.0,3.7,4.4,1.8,5.1,56.1,63.1,26.4,38.0,Low
147,2025-01-22,Inconsistent,19,Male,Information Technology,3,4.1,4.8,5.8,9.3,7.6,5.3,43.4,85.5,36.8,31.4,High
147,2025-01-23,Inconsistent,19,Male,Information Technology,3,2.0,0.0,12.6,3.4,2.9,3.2,40.0,38.7,11.0,18.3,Low
147,2025-01-24,Inconsistent,19,Male,Information Technology,3,5.9,0.0,11.6,6.8,4.8,8.5,68.0,44.1,22.5,8.6,Medium
147,2025-01-25,Inconsistent,19,Male,Information Technology,3,7.7,6.4,7.8,3.9,4.3,2.9,82.2,90.7,34.4,58.7,Low
147,2025-01-26,Inconsistent,19,Male,Information Technology,3,8.1,1.2,5.8,4.6,5.9,7.8,98.7,77.4,33.7,38.0,Low
147,2025-01-27,Inconsistent,19,Male,Information Technology,3,7.8,3.4,7.0,9.1,7.1,7.4,98.6,91.6,35.5,47.0,Medium
147,2025-01-28,Inconsistent,19,Male,Information Technology,3,8.2,10.0,5.2,5.6,3.0,5.7,81.0,90.8,41.9,65.8,Low
147,2025-01-29,Inconsistent,19,Male,Information Technology,3,4.6,2.4,10.4,4.7,2.2,6.5,53.4,42.2,19.4,15.0,Low
147,2025-01-30,Inconsistent,19,Male,Information Technology,3,2.0,7.9,12.7,8.1,7.1,4.5,40.7,100.0,45.3,45.7,High
148,2025-01-01,High Performer,20,Male,Information Technology,1,8.2,5.1,3.5,2.5,8.6,7.6,100.0,100.0,60.0,67.3,Low
148,2025-01-02,High Performer,20,Male,Information Technology,1,7.8,6.3,5.4,2.4,7.4,7.8,100.0,90.5,59.5,64.9,Low
148,2025-01-03,High Performer,20,Male,Information Technology,1,8.2,5.0,4.2,4.1,8.6,5.5,100.0,100.0,52.2,65.7,Low
148,2025-01-04,High Performer,20,Male,Information Technology,1,6.6,5.9,5.3,4.2,7.3,7.3,96.4,100.0,53.1,62.1,Low
148,2025-01-05,High Performer,20,Male,Information Technology,1,7.5,5.7,3.9,3.6,8.8,8.3,100.0,100.0,61.5,74.1,Low
148,2025-01-06,High Performer,20,Male,Information Technology,1,8.0,4.5,3.9,4.3,6.4,8.4,98.9,81.6,47.5,46.5,Low
148,2025-01-07,High Performer,20,Male,Information Technology,1,7.5,4.2,4.9,4.2,9.9,8.3,100.0,100.0,60.5,65.8,Low
148,2025-01-08,High Performer,20,Male,Information Technology,1,8.0,4.4,4.6,5.7,8.9,8.6,100.0,100.0,54.7,58.0,Low
148,2025-01-09,High Performer,20,Male,Information Technology,1,7.0,4.2,4.0,5.1,6.7,9.4,95.8,92.1,48.0,52.6,Low
148,2025-01-10,High Performer,20,Male,Information Technology,1,7.4,5.5,3.5,4.0,8.1,9.9,100.0,100.0,60.9,65.7,Low
148,2025-01-11,High Performer,20,Male,Information Technology,1,6.9,5.0,4.9,3.5,7.4,7.4,100.0,100.0,52.2,54.0,Low
148,2025-01-12,High Performer,20,Male,Information Technology,1,7.3,5.5,4.2,3.3,6.6,9.3,100.0,100.0,55.2,63.8,Low
148,2025-01-13,High Performer,20,Male,Information Technology,1,9.0,5.0,2.9,4.7,6.5,8.0,100.0,85.3,47.8,53.5,Low
148,2025-01-14,High Performer,20,Male,Information Technology,1,8.5,4.8,4.7,3.3,8.5,7.0,100.0,100.0,55.8,64.8,Low
148,2025-01-15,High Performer,20,Male,Information Technology,1,8.4,5.5,3.5,4.2,8.6,6.1,100.0,100.0,54.7,68.8,Low
148,2025-01-16,High Performer,20,Male,Information Technology,1,7.9,6.8,4.2,2.6,7.3,7.6,100.0,100.0,59.7,72.4,Low
148,2025-01-17,High Performer,20,Male,Information Technology,1,8.3,5.8,4.9,3.7,10.0,8.6,100.0,100.0,67.2,78.1,Low
148,2025-01-18,High Performer,20,Male,Information Technology,1,7.0,6.8,5.4,4.2,9.8,7.9,100.0,100.0,67.0,79.2,Low
148,2025-01-19,High Performer,20,Male,Information Technology,1,7.9,6.5,3.6,3.2,9.3,8.3,100.0,100.0,67.2,73.6,Low
148,2025-01-20,High Performer,20,Male,Information Technology,1,6.2,6.2,4.4,5.7,7.8,9.4,90.7,100.0,57.2,57.5,Low
148,2025-01-21,High Performer,20,Male,Information Technology,1,9.2,4.3,4.5,4.0,8.0,8.6,100.0,100.0,53.7,64.9,Low
148,2025-01-22,High Performer,20,Male,Information Technology,1,7.3,5.5,3.0,6.0,7.8,7.7,100.0,98.5,51.0,58.2,Low
148,2025-01-23,High Performer,20,Male,Information Technology,1,8.4,5.2,5.4,3.5,8.7,8.0,100.0,100.0,59.7,61.8,Low
148,2025-01-24,High Performer,20,Male,Information Technology,1,8.3,3.6,4.3,4.2,6.3,7.2,100.0,95.6,41.9,42.9,Low
148,2025-01-25,High Performer,20,Male,Information Technology,1,8.4,5.1,3.2,2.4,7.6,7.1,100.0,97.2,55.2,65.4,Low
148,2025-01-26,High Performer,20,Male,Information Technology,1,7.1,4.8,3.5,5.4,8.5,8.5,100.0,100.0,54.7,61.1,Low
148,2025-01-27,High Performer,20,Male,Information Technology,1,8.0,5.7,3.4,3.2,8.9,7.9,100.0,100.0,62.1,63.7,Low
148,2025-01-28,High Performer,20,Male,Information Technology,1,6.7,4.8,5.2,2.8,8.5,9.8,100.0,100.0,62.6,73.8,Low
148,2025-01-29,High Performer,20,Male,Information Technology,1,7.2,5.5,5.3,2.6,8.6,7.8,100.0,100.0,61.4,75.4,Low
148,2025-01-30,High Performer,20,Male,Information Technology,1,7.4,6.4,5.0,1.5,8.9,9.6,100.0,100.0,71.0,79.0,Low
149,2025-01-01,Burnout,18,Female,Mechanical,4,4.7,9.2,7.0,8.9,4.3,4.2,46.5,95.7,35.5,55.5,High
149,2025-01-02,Burnout,18,Female,Mechanical,4,4.8,10.2,8.7,8.1,4.4,3.5,52.2,98.8,39.1,51.8,High
149,2025-01-03,Burnout,18,Female,Mechanical,4,3.6,6.9,6.2,9.5,4.9,3.8,40.0,100.0,29.1,29.0,High
149,2025-01-04,Burnout,18,Female,Mechanical,4,4.2,12.1,7.8,10.0,6.0,4.2,47.2,100.0,48.5,59.7,High
149,2025-01-05,Burnout,18,Female,Mechanical,4,4.8,8.9,7.8,9.4,4.5,5.0,52.0,97.1,36.2,43.2,High
149,2025-01-06,Burnout,18,Female,Mechanical,4,4.4,5.3,8.0,10.0,3.2,3.0,41.4,58.1,14.4,28.0,High
149,2025-01-07,Burnout,18,Female,Mechanical,4,4.1,6.5,6.8,10.0,5.0,4.6,42.8,85.1,28.6,39.3,High
149,2025-01-08,Burnout,18,Female,Mechanical,4,5.5,6.6,7.2,10.0,4.7,5.1,67.3,63.1,28.6,31.9,Medium
149,2025-01-09,Burnout,18,Female,Mechanical,4,4.6,5.8,6.3,8.3,4.7,2.8,55.0,60.9,25.3,31.7,High
149,2025-01-10,Burnout,18,Female,Mechanical,4,3.9,11.8,7.3,7.2,3.6,4.2,40.0,100.0,43.9,60.1,Medium
149,2025-01-11,Burnout,18,Female,Mechanical,4,7.1,7.6,7.9,9.9,6.1,3.4,81.3,100.0,33.9,56.4,Medium
149,2025-01-12,Burnout,18,Female,Mechanical,4,4.5,7.8,7.3,7.8,3.0,3.8,47.3,73.6,27.4,32.2,Medium
149,2025-01-13,Burnout,18,Female,Mechanical,4,4.5,10.2,7.0,7.5,4.8,5.2,53.5,100.0,45.0,47.2,Medium
149,2025-01-14,Burnout,18,Female,Mechanical,4,7.2,9.8,7.1,9.5,3.1,3.0,68.8,83.0,28.7,50.5,Medium
149,2025-01-15,Burnout,18,Female,Mechanical,4,4.5,8.0,7.1,7.9,4.8,2.8,59.3,85.9,32.7,41.2,Medium
149,2025-01-16,Burnout,18,Female,Mechanical,4,5.1,8.2,6.6,8.0,4.6,4.2,58.6,93.4,35.3,48.4,Medium
149,2025-01-17,Burnout,18,Female,Mechanical,4,3.0,9.3,5.9,10.0,5.5,2.1,42.3,100.0,34.2,48.2,High
149,2025-01-18,Burnout,18,Female,Mechanical,4,3.7,8.3,7.7,9.7,5.4,3.6,49.9,93.9,34.1,46.2,High
149,2025-01-19,Burnout,18,Female,Mechanical,4,3.7,6.9,8.4,10.0,5.0,3.8,41.7,72.4,28.3,23.2,High
149,2025-01-20,Burnout,18,Female,Mechanical,4,4.7,9.8,6.0,9.2,6.0,4.2,58.2,100.0,43.3,51.9,High
149,2025-01-21,Burnout,18,Female,Mechanical,4,4.8,8.0,8.2,9.5,3.8,4.6,41.4,55.3,29.4,40.9,High
149,2025-01-22,Burnout,18,Female,Mechanical,4,3.5,7.8,8.0,8.1,5.6,1.1,44.1,100.0,31.8,44.9,High
149,2025-01-23,Burnout,18,Female,Mechanical,4,2.6,8.0,5.1,8.5,3.3,6.3,40.0,72.5,32.8,31.2,High
149,2025-01-24,Burnout,18,Female,Mechanical,4,3.4,9.6,7.6,9.9,3.8,5.1,40.0,94.7,34.3,45.1,High
149,2025-01-25,Burnout,18,Female,Mechanical,4,4.8,5.6,6.8,8.5,5.1,5.0,53.9,70.7,30.2,24.2,High
149,2025-01-26,Burnout,18,Female,Mechanical,4,3.7,6.8,7.1,9.5,5.3,4.2,56.8,88.7,31.0,37.2,High
149,2025-01-27,Burnout,18,Female,Mechanical,4,5.5,9.4,8.8,9.6,4.2,4.3,60.9,80.1,34.5,47.5,Medium
149,2025-01-28,Burnout,18,Female,Mechanical,4,5.8,8.0,7.8,9.3,5.1,4.2,74.5,71.1,34.4,47.5,Medium
149,2025-01-29,Burnout,18,Female,Mechanical,4,5.0,8.1,6.8,6.6,5.6,3.9,65.2,93.2,41.0,48.6,Medium
149,2025-01-30,Burnout,18,Female,Mechanical,4,2.8,8.1,7.6,8.5,5.3,4.1,40.0,100.0,36.8,47.1,High
150,2025-01-01,Distracted,18,Male,Electronics,3,5.7,4.5,9.1,5.3,2.9,5.3,64.4,20.7,24.9,23.1,Low
150,2025-01-02,Distracted,18,Male,Electronics,3,5.3,1.2,10.3,3.8,3.5,6.7,63.9,46.4,23.4,11.0,Low
150,2025-01-03,Distracted,18,Male,Electronics,3,6.9,1.0,6.8,7.5,2.2,5.5,59.4,24.3,7.7,8.4,Medium
150,2025-01-04,Distracted,18,Male,Electronics,3,6.9,1.1,9.0,4.9,2.2,7.2,71.6,33.0,16.8,20.5,Low
150,2025-01-05,Distracted,18,Male,Electronics,3,6.5,1.8,10.5,4.7,2.0,5.9,59.5,22.4,16.1,10.9,Low
150,2025-01-06,Distracted,18,Male,Electronics,3,7.1,4.1,9.9,6.6,2.4,3.9,68.9,46.1,16.6,20.1,Medium
150,2025-01-07,Distracted,18,Male,Electronics,3,5.9,2.2,8.9,6.3,1.6,6.8,64.8,24.3,14.1,7.5,Medium
150,2025-01-08,Distracted,18,Male,Electronics,3,5.5,1.9,9.1,6.6,3.0,7.0,56.9,43.0,18.4,15.1,Medium
150,2025-01-09,Distracted,18,Male,Electronics,3,7.2,3.2,10.6,6.4,1.8,8.6,71.5,34.0,21.2,20.9,Medium
150,2025-01-10,Distracted,18,Male,Electronics,3,3.7,2.2,10.2,5.2,2.2,5.7,43.8,34.6,16.3,15.6,Low
150,2025-01-11,Distracted,18,Male,Electronics,3,5.4,2.1,10.2,6.2,3.4,5.6,61.3,41.1,18.8,19.3,Medium
150,2025-01-12,Distracted,18,Male,Electronics,3,4.3,1.6,13.1,4.3,4.3,4.3,53.9,69.1,22.0,17.1,Low
150,2025-01-13,Distracted,18,Male,Electronics,3,6.0,2.3,8.1,6.5,2.5,5.8,63.3,43.9,15.3,12.1,Medium
150,2025-01-14,Distracted,18,Male,Electronics,3,5.1,1.9,8.5,6.2,3.9,6.2,62.1,34.9,21.3,5.7,Medium
150,2025-01-15,Distracted,18,Male,Electronics,3,5.3,2.7,9.8,6.9,2.4,5.0,55.9,43.7,14.0,11.4,Medium
150,2025-01-16,Distracted,18,Male,Electronics,3,6.1,3.8,12.3,6.8,1.8,6.8,54.4,30.5,18.8,17.2,Medium
150,2025-01-17,Distracted,18,Male,Electronics,3,5.8,1.9,10.3,5.8,3.2,6.6,59.0,21.5,20.0,15.0,Low
150,2025-01-18,Distracted,18,Male,Electronics,3,6.8,2.6,9.6,7.2,1.7,6.1,65.2,7.7,12.4,6.9,Medium
150,2025-01-19,Distracted,18,Male,Electronics,3,6.8,3.3,8.2,6.1,2.1,6.4,61.4,24.3,18.9,24.2,Medium
150,2025-01-20,Distracted,18,Male,Electronics,3,7.1,4.4,11.0,6.6,2.7,6.2,70.3,62.4,23.2,29.1,Medium
150,2025-01-21,Distracted,18,Male,Electronics,3,6.2,2.8,9.7,5.9,4.2,6.1,71.9,52.6,25.7,26.3,Low
150,2025-01-22,Distracted,18,Male,Electronics,3,4.6,4.1,12.1,7.2,1.9,7.4,46.3,56.1,20.3,25.3,Medium
150,2025-01-23,Distracted,18,Male,Electronics,3,6.8,1.7,11.0,5.0,2.4,6.3,72.3,14.4,17.2,17.4,Low
150,2025-01-24,Distracted,18,Male,Electronics,3,5.8,3.0,11.5,6.8,3.3,5.6,59.6,56.8,19.8,22.0,Medium
150,2025-01-25,Distracted,18,Male,Electronics,3,6.4,2.4,8.5,7.1,3.6,8.1,70.9,33.1,23.5,20.6,Medium
150,2025-01-26,Distracted,18,Male,Electronics,3,6.3,2.2,11.7,6.3,4.0,8.1,75.1,57.6,26.1,16.5,Medium
150,2025-01-27,Distracted,18,Male,Electronics,3,8.0,3.2,11.2,6.9,3.9,7.5,83.7,72.6,26.5,23.0,Medium
150,2025-01-28,Distracted,18,Male,Electronics,3,4.0,2.4,10.3,5.8,4.6,6.5,48.5,60.7,26.9,19.1,Low
150,2025-01-29,Distracted,18,Male,Electronics,3,7.2,2.6,9.7,5.3,3.4,6.3,83.1,64.0,23.4,21.5,Low
150,2025-01-30,Distracted,18,Male,Electronics,3,6.0,2.8,7.8,6.7,3.5,5.7,73.6,52.5,20.1,16.0,Medium
151,2025-01-01,Average,19,Male,Electronics,2,5.6,4.9,6.3,5.1,7.0,3.4,87.5,92.8,39.1,39.1,Low
151,2025-01-02,Average,19,Male,Electronics,2,6.1,2.7,6.3,5.3,7.4,6.4,89.3,98.8,39.9,37.8,Low
151,2025-01-03,Average,19,Male,Electronics,2,7.4,4.6,6.4,4.4,5.0,4.8,92.4,83.7,34.5,46.5,Low
151,2025-01-04,Average,19,Male,Electronics,2,7.1,5.1,5.8,5.8,5.0,5.9,84.2,87.5,35.5,32.9,Low
151,2025-01-05,Average,19,Male,Electronics,2,6.6,4.7,6.4,4.4,5.8,7.2,82.8,67.9,42.9,50.3,Low
151,2025-01-06,Average,19,Male,Electronics,2,6.7,3.4,5.7,3.5,7.0,5.9,91.0,84.7,43.1,48.3,Low
151,2025-01-07,Average,19,Male,Electronics,2,6.6,3.4,5.7,6.4,4.2,6.2,81.4,57.6,26.8,24.1,Medium
151,2025-01-08,Average,19,Male,Electronics,2,5.5,3.8,6.5,7.8,3.9,4.8,50.9,57.9,21.0,28.6,Medium
151,2025-01-09,Average,19,Male,Electronics,2,6.0,3.4,5.7,4.7,7.1,7.3,84.9,90.0,43.6,45.2,Low
151,2025-01-10,Average,19,Male,Electronics,2,7.3,5.0,6.6,6.5,5.4,7.1,83.9,81.2,37.8,45.1,Medium
151,2025-01-11,Average,19,Male,Electronics,2,6.8,3.9,5.8,3.5,5.3,5.8,83.3,83.0,37.4,40.8,Low
151,2025-01-12,Average,19,Male,Electronics,2,6.4,6.2,6.3,6.0,5.8,5.3,87.3,87.9,40.3,50.0,Medium
151,2025-01-13,Average,19,Male,Electronics,2,6.9,4.3,5.9,5.0,5.0,6.0,86.0,73.1,34.9,43.6,Low
151,2025-01-14,Average,19,Male,Electronics,2,7.2,4.2,6.0,5.7,6.1,5.8,91.3,79.5,37.2,45.1,Low
151,2025-01-15,Average,19,Male,Electronics,2,6.7,4.2,4.3,5.3,7.8,5.0,100.0,91.1,43.3,47.0,Low
151,2025-01-16,Average,19,Male,Electronics,2,7.8,3.8,6.1,4.9,6.4,4.4,98.2,64.5,36.1,46.5,Low
151,2025-01-17,Average,19,Male,Electronics,2,7.6,1.9,9.2,5.6,4.6,7.3,84.6,37.8,27.7,22.7,Low
151,2025-01-18,Average,19,Male,Electronics,2,5.6,3.3,7.2,6.2,4.8,6.3,69.2,85.5,29.0,18.9,Medium
151,2025-01-19,Average,19,Male,Electronics,2,4.7,3.0,7.1,5.8,5.1,7.5,69.2,70.2,32.4,23.0,Low
151,2025-01-20,Average,19,Male,Electronics,2,7.8,4.4,7.0,5.7,7.1,6.0,100.0,86.6,42.2,44.3,Low
