Student_ID,Date,Persona,Age,Gender,Department,Year_of_Study,Sleep_Hours,Study_Hours,Screen_Time_Hours,Social_Media_Hours,YouTube_Hours,Gaming_Hours,Phone_Checks_Per_Day,Stress_Level,Focus_Score,Mood_Score,Physical_Activity_Hours,Attendance_Percentage,Assignment_Completion,Productivity_Score,Quiz_Score,Exam_Score,GPA,Burnout_Risk
39,2025-01-09,Burnout,19,Female,Business,3,5.8,9.5,6.8,3.3,3.2,1.4,57,7.5,5.2,3.8,0.6,86.1,90.3,46.1,58.5,70.8,2.83,Medium
39,2025-01-10,Burnout,19,Female,Business,3,3.9,5.7,7.5,2.5,3.8,1.1,78,9.2,4.6,5.6,0.1,78.6,75.9,25.2,35.0,38.3,1.53,High
39,2025-01-11,Burnout,19,Female,Business,3,2.7,7.8,7.6,3.3,1.3,1.3,81,8.1,5.0,4.7,0.5,79.6,73.2,32.4,53.9,59.5,2.38,High
39,2025-01-12,Burnout,19,Female,Business,3,5.6,9.7,7.2,3.8,2.2,0.4,53,9.3,5.3,4.6,0.4,73.7,72.4,42.7,50.5,74.8,2.99,Medium
39,2025-01-13,Burnout,19,Female,Business,3,4.7,8.8,7.6,1.6,2.8,1.2,89,8.4,4.3,3.7,0.6,62.0,97.2,36.3,38.2,56.9,2.27,High
39,2025-01-14,Burnout,19,Female,Business,3,5.3,10.6,6.4,1.9,3.5,0.1,105,8.0,4.8,2.4,0.2,86.1,88.6,45.5,57.3,83.2,3.33,Medium
39,2025-01-15,Burnout,19,Female,Business,3,4.0,11.4,7.7,3.3,3.4,1.2,69,8.5,5.1,5.0,0.6,55.1,77.1,45.6,66.4,78.6,3.15,High
39,2025-01-16,Burnout,19,Female,Business,3,4.4,7.1,6.7,5.7,3.9,1.1,44,8.4,5.1,4.2,0.6,62.6,80.8,34.0,50.6,56.5,2.26,High
39,2025-01-17,Burnout,19,Female,Business,3,3.9,10.5,6.3,3.4,1.7,0.8,88,8.4,5.7,4.8,0.4,74.4,66.4,45.5,65.4,72.0,2.88,High
39,2025-01-18,Burnout,19,Female,Business,3,2.9,4.7,6.3,3.7,0.9,0.5,96,10.0,5.5,4.4,0.2,82.8,75.7,21.8,4.6,31.1,1.24,High
39,2025-01-19,Burnout,19,Female,Business,3,4.1,9.4,7.3,3.9,0.0,1.2,107,9.7,3.6,4.9,0.0,73.9,100.0,31.6,24.6,53.6,2.14,High
39,2025-01-20,Burnout,19,Female,Business,3,4.0,8.4,8.0,4.7,3.4,0.5,65,10.0,5.4,3.3,0.3,72.9,72.9,34.8,39.6,51.0,2.04,High
39,2025-01-21,Burnout,19,Female,Business,3,5.1,7.7,8.4,2.7,1.7,1.3,53,8.9,5.1,1.5,0.1,75.2,61.7,36.0,32.3,52.4,2.1,Medium
39,2025-01-22,Burnout,19,Female,Business,3,4.0,9.0,7.2,1.1,2.1,1.2,110,8.7,4.9,4.2,0.3,82.6,64.3,37.4,56.1,70.4,2.81,High
39,2025-01-23,Burnout,19,Female,Business,3,5.0,10.5,8.9,2.9,1.0,0.9,77,10.0,3.4,3.5,0.1,60.9,81.2,35.2,39.0,48.6,1.95,Medium
39,2025-01-24,Burnout,19,Female,Business,3,5.7,7.4,6.9,2.8,2.2,1.0,40,9.8,6.2,3.2,0.0,71.9,89.0,39.1,45.8,59.7,2.39,Medium
39,2025-01-25,Burnout,19,Female,Business,3,3.8,7.1,6.2,2.1,2.7,0.4,49,8.7,4.1,2.5,0.3,83.7,74.8,27.9,38.5,46.4,1.86,High
39,2025-01-26,Burnout,19,Female,Business,3,7.1,5.0,6.8,3.4,1.4,1.4,98,8.1,5.2,3.5,0.2,87.2,73.2,33.6,34.1,47.9,1.91,Medium
39,2025-01-27,Burnout,19,Female,Business,3,2.7,6.4,7.4,2.0,1.5,1.2,110,8.4,5.8,4.2,0.4,79.4,92.4,30.9,34.8,55.7,2.23,High
39,2025-01-28,Burnout,19,Female,Business,3,5.8,8.4,6.6,3.3,3.1,1.2,93,10.0,6.1,4.5,0.3,64.7,78.2,41.1,46.2,64.0,2.56,Medium
39,2025-01-29,Burnout,19,Female,Business,3,4.6,9.1,6.1,4.7,0.0,1.7,73,9.0,6.0,4.4,0.5,78.5,85.5,42.6,42.2,72.7,2.91,High
39,2025-01-30,Burnout,19,Female,Business,3,4.5,9.3,8.0,3.5,1.6,1.4,82,8.3,6.8,3.9,0.3,59.6,68.1,47.1,47.0,79.0,3.16,High
40,2025-01-01,Burnout,20,Male,Mechanical,1,4.5,6.4,6.5,4.7,0.9,1.3,80,9.4,5.0,4.5,0.7,63.4,96.6,29.4,37.2,57.7,2.31,High
40,2025-01-02,Burnout,20,Male,Mechanical,1,4.9,10.1,6.5,1.6,0.4,2.0,85,8.5,4.8,2.9,0.2,84.5,72.2,42.6,44.7,66.0,2.64,High
40,2025-01-03,Burnout,20,Male,Mechanical,1,5.9,8.6,7.1,3.2,1.6,2.0,85,8.2,5.2,4.1,0.3,85.1,91.0,42.2,30.8,70.0,2.8,Medium
40,2025-01-04,Burnout,20,Male,Mechanical,1,2.9,7.1,6.4,1.8,2.7,1.0,84,8.8,3.7,4.0,0.3,48.7,78.4,24.5,24.1,31.8,1.27,High
40,2025-01-05,Burnout,20,Male,Mechanical,1,3.5,6.8,7.7,5.0,2.1,0.6,110,9.2,5.9,4.6,0.4,100.0,72.8,32.6,29.5,64.4,2.58,High
40,2025-01-06,Burnout,20,Male,Mechanical,1,4.5,10.2,9.9,3.7,1.6,0.5,62,10.0,5.7,3.2,0.4,73.0,83.1,42.6,32.0,64.6,2.58,High
40,2025-01-07,Burnout,20,Male,Mechanical,1,5.5,7.5,7.5,4.4,2.2,0.9,104,9.2,5.1,5.2,0.5,78.1,74.6,35.4,47.3,50.1,2.0,Medium
40,2025-01-08,Burnout,20,Male,Mechanical,1,4.9,8.4,8.0,2.4,3.0,0.8,106,7.5,4.0,4.6,0.5,65.5,96.1,36.0,43.4,59.0,2.36,Medium
40,2025-01-09,Burnout,20,Male,Mechanical,1,3.3,9.5,7.4,3.6,3.7,0.7,106,8.9,5.3,3.1,0.2,73.1,84.9,38.7,48.1,55.8,2.23,High
40,2025-01-10,Burnout,20,Male,Mechanical,1,5.2,7.1,6.1,0.9,1.2,1.5,77,8.9,6.2,3.4,0.1,82.1,72.8,38.5,27.5,57.0,2.28,Medium
40,2025-01-11,Burnout,20,Male,Mechanical,1,4.3,8.2,8.3,3.9,3.2,1.4,104,9.3,3.8,4.1,0.4,81.0,94.6,29.5,30.7,47.6,1.9,High
40,2025-01-12,Burnout,20,Male,Mechanical,1,4.9,9.7,6.9,2.9,2.7,0.4,95,10.0,4.1,2.1,0.4,75.1,97.0,35.6,41.0,60.3,2.41,High
40,2025-01-13,Burnout,20,Male,Mechanical,1,3.0,4.6,7.2,4.3,2.3,1.3,61,10.0,5.3,,0.4,66.8,100.0,21.1,29.5,27.8,1.11,High
40,2025-01-14,Burnout,20,Male,Mechanical,1,3.5,10.8,4.2,4.4,2.5,1.1,79,8.8,6.9,4.7,0.3,66.0,62.8,49.2,46.8,67.5,2.7,High
40,2025-01-15,Burnout,20,Male,Mechanical,1,3.9,8.0,7.7,4.5,2.9,0.6,48,9.4,5.1,2.7,0.3,79.0,98.6,33.4,29.5,56.0,2.24,High
40,2025-01-16,Burnout,20,Male,Mechanical,1,5.4,8.8,6.8,2.7,1.8,1.0,86,8.2,3.6,5.1,0.4,71.1,81.7,35.1,23.5,52.8,2.11,Medium
40,2025-01-17,Burnout,20,Male,Mechanical,1,3.9,8.6,6.3,2.6,4.1,0.1,73,8.2,6.9,4.0,0.3,67.9,91.7,44.7,42.5,68.2,2.73,High
40,2025-01-18,Burnout,20,Male,Mechanical,1,3.5,7.8,6.0,3.0,2.4,1.4,59,10.0,4.6,4.5,0.2,79.9,83.3,28.8,23.4,53.0,2.12,High
40,2025-01-19,Burnout,20,Male,Mechanical,1,4.2,4.2,5.7,2.1,3.1,1.3,78,8.4,5.7,4.9,0.3,73.4,66.2,27.0,27.7,35.4,1.42,High
40,2025-01-20,Burnout,20,Male,Mechanical,1,4.8,8.7,7.3,3.7,1.8,1.1,64,8.6,4.4,5.3,0.2,54.6,88.8,36.0,28.0,57.0,2.28,High
40,2025-01-21,Burnout,20,Male,Mechanical,1,3.7,6.7,6.8,2.2,3.6,1.9,65,7.0,5.5,4.9,0.3,80.4,73.4,35.8,29.7,56.2,2.25,Medium
40,2025-01-22,Burnout,20,Male,Mechanical,1,4.4,5.7,6.8,1.8,2.2,0.7,89,9.3,6.1,,0.2,49.7,71.7,31.8,17.1,35.6,1.43,High
40,2025-01-23,Burnout,20,Male,Mechanical,1,4.6,8.1,7.4,3.4,2.3,1.1,75,9.1,5.7,1.8,0.1,90.4,58.0,38.2,22.8,66.8,2.67,High
40,2025-01-24,Burnout,20,Male,Mechanical,1,4.5,9.2,8.0,2.3,1.7,0.7,84,8.6,4.0,3.1,0.4,79.3,81.3,35.2,52.1,64.3,2.57,High
40,2025-01-25,Burnout,20,Male,Mechanical,1,2.8,6.7,6.8,3.0,1.3,1.5,99,10.0,5.2,4.1,0.3,83.5,61.3,26.4,20.5,43.3,1.73,High
40,2025-01-26,Burnout,20,Male,Mechanical,1,4.3,7.9,6.1,5.1,1.5,0.4,91,8.9,5.9,4.0,0.6,79.9,71.3,38.2,49.3,66.3,2.65,High
40,2025-01-27,Burnout,20,Male,Mechanical,1,5.3,6.7,6.5,4.3,3.6,0.4,73,9.2,4.6,3.3,0.4,77.8,91.4,30.5,34.1,52.8,2.11,Medium
40,2025-01-28,Burnout,20,Male,Mechanical,1,4.9,10.1,4.9,3.8,0.5,1.6,76,8.4,3.8,4.7,0.0,78.6,70.0,38.5,33.5,60.0,2.4,High
40,2025-01-29,Burnout,20,Male,Mechanical,1,4.6,6.6,7.4,4.5,1.9,1.1,85,10.0,3.8,5.2,0.6,85.7,88.5,24.1,37.8,41.5,1.66,High
40,2025-01-30,Burnout,20,Male,Mechanical,1,5.6,9.7,7.0,2.3,2.2,1.5,95,10.0,4.6,4.3,0.1,61.9,89.8,38.5,46.4,54.5,2.18,Medium
41,2025-01-01,High Performer,24,Male,Business,1,7.8,4.7,4.7,1.5,1.9,0.9,61,2.3,7.0,7.6,2.0,98.8,98.6,53.2,52.7,77.4,3.1,Low
41,2025-01-02,High Performer,24,Male,Business,1,7.2,4.8,2.2,2.0,0.9,1.0,41,6.1,7.5,8.2,1.3,96.5,96.1,46.6,40.1,68.2,2.73,Medium
41,2025-01-03,High Performer,24,Male,Business,1,8.2,3.8,5.0,0.9,2.0,0.8,31,2.8,8.6,8.9,0.1,89.8,97.9,56.4,58.1,85.6,3.42,Low
41,2025-01-04,High Performer,24,Male,Business,1,6.0,4.8,3.1,1.9,1.3,1.1,32,3.9,9.4,8.4,1.0,94.3,99.7,56.0,61.7,86.6,3.46,Low
41,2025-01-05,High Performer,24,Male,Business,1,7.6,4.9,3.4,2.7,2.0,1.4,48,4.8,8.6,8.1,1.0,91.1,99.8,54.5,46.3,73.7,2.95,Low
41,2025-01-06,High Performer,24,Male,Business,1,7.3,4.7,4.8,0.9,1.5,1.1,43,2.2,7.6,8.3,1.5,94.1,94.2,54.6,58.5,80.7,3.23,Low
41,2025-01-07,High Performer,24,Male,Business,1,8.2,4.8,3.5,1.5,1.3,1.7,58,4.6,6.9,7.4,0.8,93.9,91.4,49.3,56.7,70.1,2.8,Low
41,2025-01-08,High Performer,24,Male,Business,1,8.5,4.8,3.1,1.8,1.0,1.1,49,3.8,8.4,9.4,0.2,96.1,97.0,57.2,39.4,90.7,3.63,Low
41,2025-01-09,High Performer,24,Male,Business,1,8.1,5.3,3.2,2.6,2.4,1.4,73,3.6,7.1,8.1,1.1,96.4,93.5,53.1,68.6,84.8,3.39,Low
41,2025-01-10,High Performer,24,Male,Business,1,6.3,4.8,4.1,1.2,2.3,1.7,58,3.5,9.8,8.0,1.5,100.0,95.6,59.2,68.3,91.8,3.67,Low
41,2025-01-11,High Performer,24,Male,Business,1,7.4,,3.2,2.1,0.9,0.1,25,4.1,9.3,8.9,0.9,91.6,100.0,61.8,44.6,77.2,3.09,Low
41,2025-01-12,High Performer,24,Male,Business,1,8.2,4.9,4.5,3.3,0.9,1.2,50,4.5,7.1,9.4,2.3,90.6,93.5,50.4,65.7,78.3,3.13,Low
41,2025-01-13,High Performer,24,Male,Business,1,7.0,6.7,3.5,1.6,1.4,0.7,45,4.8,8.3,7.5,1.0,95.4,93.9,57.6,64.5,87.7,3.51,Low
41,2025-01-14,High Performer,24,Male,Business,1,7.2,6.3,3.8,1.5,0.8,1.5,48,4.0,8.2,9.0,1.2,89.6,89.5,58.3,70.3,83.6,3.34,Low
41,2025-01-15,High Performer,24,Male,Business,1,5.5,6.6,4.8,2.4,0.0,1.6,53,3.0,7.5,7.8,1.6,94.0,97.6,54.9,63.0,85.2,3.41,Low
41,2025-01-16,High Performer,24,Male,Business,1,6.6,4.7,4.9,2.7,1.9,0.7,62,4.9,6.8,9.1,0.4,90.7,100.0,45.0,43.1,66.0,2.64,Low
41,2025-01-17,High Performer,24,Male,Business,1,7.7,4.8,3.9,1.4,1.1,1.2,37,3.1,7.2,6.6,0.8,89.5,100.0,52.5,51.5,77.8,3.11,Low
41,2025-01-18,High Performer,24,Male,Business,1,9.3,5.3,4.3,2.8,2.0,1.1,53,3.8,10.0,7.9,0.3,89.8,92.4,66.9,55.9,80.0,3.2,Low
41,2025-01-19,High Performer,24,Male,Business,1,7.3,7.7,2.2,1.3,1.4,0.9,38,3.5,7.9,6.7,1.2,93.8,85.7,62.7,83.0,98.5,3.94,Low
41,2025-01-20,High Performer,24,Male,Business,1,7.2,6.9,3.7,1.2,2.4,1.3,51,4.0,8.7,8.3,1.1,91.7,89.7,61.9,69.8,89.4,3.58,Low
41,2025-01-21,High Performer,24,Male,Business,1,7.8,4.6,2.7,1.9,1.2,1.2,58,3.3,7.4,9.1,1.2,92.7,92.2,52.5,59.6,78.4,3.14,Low
41,2025-01-22,High Performer,24,Male,Business,1,6.9,6.5,6.3,1.4,0.9,1.1,51,4.9,7.9,6.9,1.0,91.5,97.4,55.3,63.2,87.6,3.5,Low
41,2025-01-23,High Performer,24,Male,Business,1,7.5,6.3,3.1,1.2,1.4,0.8,56,3.2,9.8,10.0,1.1,90.2,95.4,66.9,55.8,100.0,4.0,Low
41,2025-01-24,High Performer,24,Male,Business,1,7.9,4.2,5.8,2.4,1.1,0.9,36,3.7,8.5,9.0,2.0,86.3,100.0,55.0,67.8,77.3,3.09,Low
41,2025-01-25,High Performer,24,Male,Business,1,8.5,5.2,4.8,4.4,1.6,0.7,52,4.2,8.2,7.5,0.9,94.2,90.0,57.1,58.6,73.3,2.93,Low
41,2025-01-26,High Performer,24,Male,Business,1,5.9,3.8,3.5,2.2,2.2,1.0,43,3.8,8.6,,1.2,92.7,90.2,49.9,49.1,68.2,2.73,Low
41,2025-01-27,High Performer,24,Male,Business,1,7.6,6.7,2.4,1.9,1.1,1.4,32,4.8,8.5,7.3,0.3,96.4,88.9,59.8,66.7,87.5,3.5,Low
41,2025-01-28,High Performer,24,Male,Business,1,5.1,6.8,4.1,0.7,1.6,1.5,51,4.6,9.1,6.6,2.1,89.9,91.3,57.9,65.7,99.2,3.97,Low
41,2025-01-29,High Performer,24,Male,Business,1,6.9,5.4,5.4,1.7,1.6,1.0,62,4.0,7.3,7.9,1.7,91.1,95.0,51.2,47.2,71.9,2.88,Low
41,2025-01-30,High Performer,24,Male,Business,1,6.8,5.7,3.5,2.2,2.1,0.0,50,4.5,7.5,8.5,1.7,87.5,99.8,51.9,50.2,80.3,3.21,Low
42,2025-01-01,Distracted,20,Male,Electronics,1,5.4,3.3,8.5,7.2,2.7,3.5,107,8.1,2.3,6.1,0.4,77.7,74.3,13.5,30.0,26.3,1.05,Medium
42,2025-01-02,Distracted,20,Male,Electronics,1,5.7,2.6,9.1,6.1,3.2,2.0,133,5.0,1.0,5.2,0.7,74.5,79.9,13.1,25.5,27.5,1.1,Low
42,2025-01-03,Distracted,20,Male,Electronics,1,6.3,4.3,9.8,7.0,3.9,3.7,120,4.0,3.9,5.9,0.5,59.7,40.0,33.2,18.5,43.3,1.73,Low
42,2025-01-04,Distracted,20,Male,Electronics,1,6.5,3.4,10.4,6.7,2.9,2.9,117,5.1,1.4,7.9,0.5,78.6,40.0,18.7,21.0,34.7,1.39,Low
42,2025-01-05,Distracted,20,Male,Electronics,1,6.4,3.3,10.8,4.8,2.8,3.9,93,6.5,3.1,6.0,0.7,69.1,53.0,22.1,28.7,34.0,1.36,Medium
42,2025-01-06,Distracted,20,Male,Electronics,1,4.9,0.9,10.1,2.5,1.7,3.8,145,5.8,4.3,4.8,0.1,63.9,66.0,18.1,7.7,29.5,1.18,Low
42,2025-01-07,Distracted,20,Male,Electronics,1,6.0,2.9,8.8,2.8,3.3,5.2,112,5.6,4.6,5.2,0.5,67.6,71.6,27.6,46.6,44.9,1.8,Low
42,2025-01-08,Distracted,20,Male,Electronics,1,6.3,2.0,9.6,8.8,3.1,2.4,90,4.9,1.2,6.4,0.5,72.9,54.0,13.5,23.4,27.9,1.12,Low
42,2025-01-09,Distracted,20,Male,Electronics,1,5.5,4.2,8.3,5.4,3.8,2.9,104,5.8,1.6,7.4,0.7,63.0,68.1,18.2,33.3,32.3,1.29,Low
42,2025-01-10,Distracted,20,Male,Electronics,1,4.9,4.6,8.5,3.2,3.1,5.2,105,4.1,2.9,6.5,0.3,65.4,65.7,26.9,22.0,44.4,1.78,Low
42,2025-01-11,Distracted,20,Male,Electronics,1,6.0,2.1,9.1,5.5,1.2,2.8,123,8.3,1.9,7.3,0.1,65.7,51.0,9.3,14.8,25.6,1.02,Medium
42,2025-01-12,Distracted,20,Male,Electronics,1,5.9,3.5,10.7,2.6,3.1,4.5,144,6.0,1.0,6.4,0.0,62.6,40.0,14.4,9.8,24.4,0.97,Low
42,2025-01-13,Distracted,20,Male,Electronics,1,6.0,1.9,10.2,4.7,1.8,2.5,115,6.4,3.0,5.9,0.8,88.2,71.0,16.8,19.5,32.8,1.31,Medium
42,2025-01-14,Distracted,20,Male,Electronics,1,6.8,2.4,10.4,5.2,3.0,5.9,132,5.3,2.3,6.7,0.2,57.9,55.6,19.4,20.5,32.9,1.32,Low
42,2025-01-15,Distracted,20,Male,Electronics,1,6.7,0.6,8.6,4.7,1.8,1.3,150,5.7,3.7,7.3,0.7,58.4,71.0,18.7,2.6,24.3,0.97,Low
42,2025-01-16,Distracted,20,Male,Electronics,1,6.1,1.5,8.6,4.5,2.7,3.1,118,6.7,2.6,6.4,0.4,65.2,74.0,13.7,13.5,21.2,0.85,Medium
42,2025-01-17,Distracted,20,Male,Electronics,1,5.2,1.6,11.6,3.4,2.7,4.0,91,5.6,3.8,5.4,0.9,52.4,40.0,19.3,13.8,31.1,1.24,Low
42,2025-01-18,Distracted,20,Male,Electronics,1,7.3,4.7,6.6,3.4,3.8,3.5,89,6.8,2.4,8.0,0.4,66.4,41.7,24.9,28.9,48.8,1.95,Medium
42,2025-01-19,Distracted,20,Male,Electronics,1,6.5,2.0,8.8,2.1,3.6,4.3,92,5.1,1.5,6.8,0.2,45.2,78.3,14.7,8.5,24.0,0.96,Low
42,2025-01-20,Distracted,20,Male,Electronics,1,5.3,2.9,5.1,7.5,3.0,1.7,130,5.0,4.0,6.6,0.6,81.6,49.8,25.1,41.0,45.7,1.83,Low
42,2025-01-21,Distracted,20,Male,Electronics,1,5.3,2.4,8.8,4.9,3.7,1.3,90,7.1,1.9,5.7,0.6,79.9,64.9,10.9,21.1,19.4,0.77,Medium
42,2025-01-22,Distracted,20,Male,Electronics,1,5.4,2.0,11.9,3.4,3.3,3.0,144,6.0,2.5,5.4,0.3,52.1,67.2,14.8,7.0,22.1,0.88,Low
42,2025-01-23,Distracted,20,Male,Electronics,1,5.8,2.1,12.0,4.4,2.7,4.4,158,6.5,4.7,7.3,1.0,54.4,74.8,23.4,33.6,36.9,1.48,Medium
42,2025-01-24,Distracted,20,Male,Electronics,1,5.7,1.7,9.3,2.5,4.3,2.7,147,7.3,1.8,,1.0,59.1,40.7,8.9,12.7,17.8,0.71,Medium
42,2025-01-25,Distracted,20,Male,Electronics,1,6.4,2.7,8.4,4.4,5.0,5.7,173,7.6,3.5,5.7,0.3,55.4,49.0,19.8,32.4,37.7,1.51,Medium
42,2025-01-26,Distracted,20,Male,Electronics,1,5.0,3.4,9.5,1.8,3.3,2.2,158,5.2,2.7,5.5,0.0,64.6,58.8,20.9,13.7,30.5,1.22,Low
42,2025-01-27,Distracted,20,Male,Electronics,1,5.7,2.4,12.9,5.4,3.6,3.3,89,6.2,3.3,4.1,1.7,62.0,77.4,19.3,18.1,32.4,1.29,Medium
42,2025-01-28,Distracted,20,Male,Electronics,1,8.0,1.1,11.2,2.9,2.7,3.0,87,7.1,1.9,6.7,0.8,65.2,64.1,13.1,13.2,25.4,1.02,Medium
42,2025-01-29,Distracted,20,Male,Electronics,1,7.1,2.8,9.6,4.1,3.8,4.3,109,5.5,1.9,6.7,0.2,47.6,40.4,19.2,0.1,22.3,0.89,Low
42,2025-01-30,Distracted,20,Male,Electronics,1,4.9,3.1,7.5,4.5,4.9,3.0,115,6.3,2.1,8.2,0.9,58.5,56.6,14.7,16.3,26.6,1.06,Medium
43,2025-01-01,Inconsistent,20,Male,Business,1,5.0,5.1,8.7,2.7,1.4,1.1,81,3.2,1.8,5.6,0.0,86.1,87.4,26.1,32.5,44.8,1.79,Low
43,2025-01-02,Inconsistent,20,Male,Business,1,4.7,5.8,6.9,0.2,1.0,2.0,74,6.2,2.2,1.9,0.0,72.8,41.9,23.1,21.4,40.5,1.62,Medium
43,2025-01-03,Inconsistent,20,Male,Business,1,4.1,4.0,4.8,4.1,1.9,2.3,76,7.8,6.7,7.6,0.4,84.6,74.8,31.5,31.1,44.4,1.77,Medium
43,2025-01-04,Inconsistent,20,Male,Business,1,6.9,1.8,6.9,2.6,2.8,1.2,75,4.5,3.6,6.0,0.7,70.5,61.4,24.8,22.8,43.6,1.75,Low
43,2025-01-05,Inconsistent,20,Male,Business,1,5.1,0.0,6.0,0.6,3.6,3.1,94,7.6,5.1,3.2,1.3,60.0,100.0,15.3,23.0,17.2,0.69,Medium
43,2025-01-06,Inconsistent,20,Male,Business,1,4.1,4.7,11.1,2.3,3.7,2.8,108,5.9,3.0,3.6,0.7,76.3,41.5,22.5,21.1,46.1,1.85,Low
43,2025-01-07,Inconsistent,20,Male,Business,1,8.1,9.1,8.2,1.9,2.0,1.9,78,6.5,5.0,5.6,0.4,70.6,75.3,50.6,66.8,73.5,2.94,Medium
43,2025-01-08,Inconsistent,20,Male,Business,1,8.4,5.7,11.0,5.6,2.8,0.0,49,5.5,4.3,2.7,0.8,49.7,79.9,40.2,45.9,52.3,2.09,Low
43,2025-01-09,Inconsistent,20,Male,Business,1,3.7,4.5,6.4,5.0,1.2,2.1,67,6.3,5.5,5.2,1.9,77.2,100.0,30.2,30.5,36.7,1.47,Medium
43,2025-01-10,Inconsistent,20,Male,Business,1,5.9,7.2,7.9,4.1,4.2,3.9,124,3.2,3.4,4.8,0.8,73.5,65.5,40.3,57.0,74.8,2.99,Low
43,2025-01-11,Inconsistent,20,Male,Business,1,3.8,3.6,6.8,5.0,3.1,5.1,92,5.1,5.8,,0.1,63.2,72.9,31.2,37.8,42.0,1.68,Low
43,2025-01-12,Inconsistent,20,Male,Business,1,5.8,1.2,9.5,4.4,3.9,0.3,129,6.7,6.5,4.2,1.2,53.1,69.2,27.9,12.1,32.0,1.28,Medium
43,2025-01-13,Inconsistent,20,Male,Business,1,4.6,2.6,8.3,3.8,1.4,3.7,110,6.3,5.9,1.6,0.4,40.0,41.2,28.0,29.0,23.2,0.93,Medium
43,2025-01-14,Inconsistent,20,Male,Business,1,5.8,8.1,4.3,5.0,2.6,3.2,114,5.5,5.9,7.2,0.0,62.2,74.8,48.6,47.1,81.5,3.26,Low
43,2025-01-15,Inconsistent,20,Male,Business,1,5.3,6.6,7.1,4.3,1.9,1.4,46,5.8,5.1,2.6,0.4,71.0,100.0,39.2,36.4,60.1,2.41,Low
43,2025-01-16,Inconsistent,20,Male,Business,1,,4.4,4.9,2.8,2.7,0.0,104,2.5,6.3,1.1,0.4,57.3,40.0,39.2,59.4,57.6,2.3,Low
43,2025-01-17,Inconsistent,20,Male,Business,1,7.7,1.2,3.4,9.4,4.1,2.9,71,6.1,5.5,2.0,0.1,74.4,71.4,28.9,32.3,47.6,1.9,Medium
43,2025-01-18,Inconsistent,20,Male,Business,1,9.6,0.0,5.4,0.9,0.7,0.8,50,6.6,5.5,3.6,0.5,40.0,99.6,28.2,23.3,30.9,1.24,Medium
43,2025-01-19,Inconsistent,20,Male,Business,1,4.9,4.4,3.5,5.5,1.0,1.1,139,7.3,7.4,8.2,0.0,87.8,63.5,38.1,39.5,64.1,2.56,Medium
43,2025-01-20,Inconsistent,20,Male,Business,1,7.3,3.0,11.5,3.0,5.5,3.2,173,9.6,4.1,5.8,1.0,57.5,86.9,20.8,27.6,31.1,1.24,Medium
43,2025-01-21,Inconsistent,20,Male,Business,1,4.6,5.6,5.9,4.2,2.8,1.5,38,6.1,4.2,4.2,0.8,88.1,73.5,30.7,43.2,55.6,2.22,Medium
43,2025-01-22,Inconsistent,20,Male,Business,1,4.7,10.3,0.1,5.6,3.6,2.8,51,6.4,6.1,6.7,0.5,61.1,76.0,51.9,52.8,81.8,3.27,Medium
43,2025-01-23,Inconsistent,20,Male,Business,1,2.5,2.4,4.6,6.1,2.7,4.1,40,4.7,6.7,10.0,0.9,77.3,87.2,29.8,36.3,48.3,1.93,Low
43,2025-01-24,Inconsistent,20,Male,Business,1,,1.3,9.1,2.1,5.7,2.2,71,3.6,4.0,4.4,0.5,100.0,52.3,22.8,26.9,44.4,1.78,Low
43,2025-01-25,Inconsistent,20,Male,Business,1,3.2,3.4,6.1,2.8,1.7,3.8,120,5.4,2.7,,1.4,72.8,43.3,16.9,31.2,40.1,1.6,Low
43,2025-01-26,Inconsistent,20,Male,Business,1,2.0,8.6,4.4,2.4,2.7,4.1,121,8.1,6.8,4.4,0.5,67.1,76.9,40.9,52.0,67.5,2.7,High
43,2025-01-27,Inconsistent,20,Male,Business,1,2.0,4.4,6.7,4.3,1.4,0.0,100,6.9,4.3,6.1,1.1,61.9,98.3,20.4,30.3,33.6,1.34,Medium
43,2025-01-28,Inconsistent,20,Male,Business,1,6.3,4.7,10.1,6.9,0.6,0.4,129,4.4,2.0,4.9,0.3,81.0,69.6,25.8,36.1,47.7,1.91,Low
43,2025-01-29,Inconsistent,20,Male,Business,1,7.8,3.6,13.2,3.1,5.5,0.5,122,7.0,3.7,7.2,0.3,64.8,75.8,27.3,39.5,37.2,1.49,Medium
43,2025-01-30,Inconsistent,20,Male,Business,1,3.5,0.0,9.9,2.8,2.5,1.5,52,3.4,4.8,7.5,1.2,87.0,74.6,19.7,25.6,32.1,1.28,Low
44,2025-01-01,Inconsistent,25,Male,Electronics,4,5.2,3.3,3.4,0.0,3.7,2.4,118,7.8,4.1,3.6,0.5,72.1,87.1,21.2,19.2,29.3,1.17,Medium
44,2025-01-02,Inconsistent,25,Male,Electronics,4,5.4,7.7,7.6,7.5,0.5,2.2,89,6.4,6.2,3.4,0.1,97.3,70.3,46.0,73.3,72.9,2.92,Medium
44,2025-01-03,Inconsistent,25,Male,Electronics,4,7.6,4.1,6.7,5.9,4.0,0.0,128,7.3,5.1,2.4,0.9,85.2,100.0,33.3,35.6,60.4,2.41,Medium
44,2025-01-04,Inconsistent,25,Male,Electronics,4,2.0,6.0,6.3,1.3,2.4,3.1,42,5.7,3.4,4.6,0.5,71.7,40.0,24.2,21.2,48.1,1.92,Low
